ETC_00000000_000000	語包版本 : 2020/01/01/13:39
ETC_20161005_024691	下個痕跡絕對不會被啟示者奪走的。
ETC_20161005_024692	痕跡被啟示者奪走的事被傑斯堤知道的話他會大發雷霆的…
ETC_20161005_024693	這是傑斯堤親自下的命令，沒關係嗎？
ETC_20161005_024694	利泰力斯打算回收痕跡，請阻止他！
ETC_20161005_024695	又是你這傢伙？
ETC_20161005_024696	竟敢一直防礙傑斯堤所下的命令，無法原諒！
ETC_20161005_024697	因為突如其來的圖拉漢攻擊，奧施莉奈的痕跡被奪走了。
ETC_20161005_024698	奧施莉奈的痕跡，我帶走了！
ETC_20161005_024699	就算你的魔君主，也不能違抗傑斯堤的命令！
ETC_20161005_024700	把這事實告訴傑斯堤...
ETC_20161005_024701	魔君主迪耶那似乎已經回收了痕跡。
ETC_20161005_024702	魔君主迪耶那攻過來了。
ETC_20161005_024703	魔君主迪耶那的狀態有點奇怪。
ETC_20161005_024704	發現了馴鷹者大師所說的高薩爾！
ETC_20161005_024705	草堆中散發著邪惡氣息。
ETC_20161005_024706	已發現角鬥士大師所說的銀色獅身鷹首獸！
ETC_20161005_024707	請擊退銀色獅身鷹首獸證明你的實力。
ETC_20161005_024708	請對準練習台發光的時間點進行攻擊！
ETC_20161005_024709	練習台
ETC_20161005_024710	這是隊長的翅膀碎片嗎？
ETC_20161005_024711	請小心！怪物湧入了！
ETC_20161005_024712	感覺到神聖力的魔族們撲上來了！
ETC_20161005_024713	這個裝置以你的力量好像也可以擊碎。
ETC_20161005_024714	圍繞女神的黑暗氣息消失了！
ETC_20161005_024715	魔族們似乎綁架了女神達莉雅！
ETC_20161005_024716	請消滅認同魔族的史塔拉坎！
ETC_20161005_024717	魔族們將女神…！！
ETC_20161005_024718	請從湧上的怪物中保護奎波爾！
ETC_20161005_024719	魔族的傳點已開啟！
ETC_20161005_024720	請消滅綁架女神達莉雅的魔族！
ETC_20161005_024721	正要觀察邪惡偶像，雷班札特就出現了！
ETC_20161005_024722	傑斯堤看到你生氣了！{nl}準備戰鬥吧！
ETC_20161005_024723	不能對女神動手！
ETC_20161005_024724	呃啊啊！！
ETC_20161005_024725	你..你們都得去死！！
ETC_20161005_024726	什麼…？那是…什麼…
ETC_20161005_024727	達莉雅大人！！
ETC_20161005_024728	但..但是..
ETC_20161005_024729	.. 全部回去..
ETC_20161005_024730	魔王傑斯堤再一次攻過來了！
ETC_20161005_024731	請消滅尖角皮德蟲！
ETC_20161005_024732	那又怎樣？
ETC_20161005_024733	好啊！來決一死戰吧。
ETC_20161005_024734	跟我來！
ETC_20161005_024735	說話小心點！老頭子！
ETC_20161005_024736	嗯！如我所願。
ETC_20161005_024737	該死…我們也走吧！
ETC_20161005_024738	少爺！冷靜一點。
ETC_20161005_024739	拜託冷靜一點！
ETC_20161005_024740	我會回到原本所在的地方。
ETC_20161005_024741	救命啊！
ETC_20161005_024742	怎麼可能…我的士兵們…！
ETC_20161005_024743	知道我是誰還敢…快給我退下！
ETC_20161005_024744	貝洛查德現身於石頭中。
ETC_20161005_024745	怪物們陸續出現。
ETC_20161005_024746	少女正在請求協助。
ETC_20161005_024747	後方似乎發出了什麼東西碎掉的聲音。
ETC_20161005_024748	突然有個奎波爾現身打破了所有營養劑瓶！{nl}詢問一下有什麼事。
ETC_20161005_024749	那麼請各位破壞境界石。
ETC_20161005_024750	我和哈勃克會讓圖書館的防禦無效。
ETC_20161005_024751	別失手了..
ETC_20161005_024752	時間算得真準。
ETC_20161005_024753	請小心。
ETC_20161005_024754	你們跟我來。
ETC_20161005_024755	把我附近的嘍囉們{nl}消滅掉就行了。
ETC_20161005_024756	那些傢伙來了。
ETC_20161005_024757	哈勃克沒事嗎？
ETC_20161005_024758	不論如何以現在的狀態{nl}是不可能對付巴爾道勃斯的。
ETC_20161005_024759	請消滅魔族嘍囉{nl}並奪取他們的力量。
ETC_20161005_024760	這些人會幫助你的。
ETC_20161005_024761	在你消滅巴爾道勃斯的期間{nl}我會達成我來這裡的目的。
ETC_20161005_024762	沒時間了。{nl}快開始吧！
ETC_20161005_024763	只是有點累。
ETC_20161005_024764	確實有那樣做的必要。
ETC_20161005_024765	請消滅冰霜權杖！
ETC_20161005_024766	請帶回我在找的東西。
ETC_20161005_024767	閉嘴.. 哈勃克
ETC_20161005_024768	吉特涅！
ETC_20161005_024769	奎波爾 泰歐都拉
ETC_20161005_024770	女神啊！請寬恕我…
ETC_20161005_024771	一同陷入陷阱的怪物們開始發狂了！
ETC_20161005_024772	那傢伙被抓住了嗎…？
ETC_20161005_024773	又是個出乎意料的人嗎…
ETC_20161005_024774	認真聽我的話比較好。
ETC_20161005_024775	不聽我的警告啊…！
ETC_20161005_024776	怪獸逃跑了！{nl}追上比爾黑爾馬斯，追擊怪獸！
ETC_20161005_024777	愛梅特森林的怪獸
ETC_20161005_024778	似乎是個狡猾的傢伙！
ETC_20161005_024779	沒地方可逃了！
ETC_20161005_024780	拜託你收拾殘局！
ETC_20161005_024781	真奇怪…在這地方應該能發現什麼啊…
ETC_20161005_024782	果然得有王家之血才打得開門嗎？
ETC_20161005_024783	…所以
ETC_20161005_024784	那女的在哪裡？{nl}我知道你是幫兇。
ETC_20161005_024785	不，{nl}比起用說的這樣更快。
ETC_20161005_024786	時間之柱
ETC_20161005_024787	這光是什麼？{nl}跟過去看看吧。
ETC_20161005_024788	這柱子似乎是守門人。
ETC_20161005_024789	那我在魔石上抹上我的血。
ETC_20161005_024790	找到入口了！成功了！
ETC_20161005_024791	媽媽！
ETC_20161005_024792	沒事！那個旅行者幫忙消滅了怪物。
ETC_20161005_024793	帳篷被撕破，冷風吹進來害得媽媽感冒了。
ETC_20161005_024794	就算感冒為了讓我好睡，還把被子給我…
ETC_20161005_024795	所以我出來找可以縫補帳棚的線。
ETC_20161005_024796	村子裡沒有能當作線的東西。
ETC_20161005_024797	瑞爾！
ETC_20161005_024798	有沒有受傷？
ETC_20161005_024799	媽媽不是說過村子外頭怪物很多不要出去。
ETC_20161005_024800	感謝您參與翻譯。
ETC_20161005_024801	[8階] 最前線救援者
ETC_20161005_024802	這是送給在巴伊寶拉之翼達成8階的啟示者的稱號。
ETC_20161005_024803	8階達成
ETC_20161005_024804	魔法石燈時機
ETC_20161005_024805	魔法石燈反應的時機
ETC_20161005_024806	緊急魔法陣的魔力
ETC_20161005_024807	從魔力再生石吸收的緊急魔法陣的魔力
ETC_20161005_024808	魔力的泉源
ETC_20161005_024809	對第2核心保護裝置供給魔力的魔力的泉源
ETC_20161005_024810	艾保尼風之壁
ETC_20161005_024811	艾保尼風的毒甕
ETC_20161005_024812	艾保尼風的毒
ETC_20161005_024813	변재천
ETC_20161005_024814	從植物那裡感受到奇妙的氣息。
ETC_20161005_024815	紅色火花
ETC_20161005_024816	藍色火花
ETC_20161005_024817	馬勒托斯的魔法書
ETC_20161005_024818	魔法書的魔力滲入身體裡。
ETC_20161005_024819	完成的馬勒托斯魔法
ETC_20161005_024820	利用魔法書的魔力強化能力，可以看見空間縫隙。
ETC_20161005_024821	移動限制
ETC_20161005_024822	急性猛毒
ETC_20161005_024823	時間愈久就變愈強的毒。
ETC_20161005_024824	凍傷
ETC_20161005_024825	身體正在結凍！請快點行動。
ETC_20161005_024826	冰凍結晶
ETC_20161005_024827	結凍了！
ETC_20161005_024828	惡靈化
ETC_20161005_024829	此怪物就算死掉也不是忘記你的。
ETC_20161005_024830	全身孢子
ETC_20161005_024831	弄得全身滿是孢子，可以攻擊身份不明的巨大蛋。
ETC_20161005_024832	因為散佈於地瑪蘇高特的魔力而嚴重中毒的怪物。
ETC_20161005_024833	魔力陷阱
ETC_20161005_024834	中了設置於幻像圖書館的陷阱！{nl}不能移動及不能使用技能。
ETC_20161005_024835	傷害無效
ETC_20161005_024836	此怪物不會受到傷害。
ETC_20161005_024837	怪物屠殺再生
ETC_20161005_024838	中了保護魔法。
ETC_20161005_024839	神聖氣息抑制邪惡氣息。
ETC_20161005_024840	味道
ETC_20161005_024841	A 怪物發出味道。
ETC_20161005_024842	搜索
ETC_20161005_024843	米堤哈林草效果
ETC_20161005_024844	因為精神異常周邊的事物看起來會變得很奇怪或是判斷力不清楚。
ETC_20161005_024845	神聖力
ETC_20161005_024846	셋라이프타임 結束Buff
ETC_20161005_024847	神聖晶球標誌
ETC_20161005_024848	在掛著神聖材料標誌的時候消滅怪物會出現神聖的材料。
ETC_20161005_024849	沒有惡靈的狀態
ETC_20161005_024850	沒有惡靈。
ETC_20161005_024851	中了詛咒，幸好這個詛咒不會危急性命。
ETC_20161005_024852	印章的保護
ETC_20161005_024853	從解除的印章中獲得可以阻止詛咒的保護膜。
ETC_20161005_024854	異教徒的物品
ETC_20161005_024855	已發現異教徒的物品。
ETC_20161005_024856	火之符咒
ETC_20161005_024857	在貼著符咒的期間會受到火焰傷害。
ETC_20161005_024858	寒氣符咒
ETC_20161005_024859	在貼著符咒的期間會受到寒氣傷害。
ETC_20161005_024860	電流符咒
ETC_20161005_024861	在貼著符咒的期間會受到電氣傷害。
ETC_20161005_024862	受魔氣污染
ETC_20161005_024863	受到魔氣污染了。
ETC_20161005_024864	無魔力
ETC_20161005_024865	靈魂附身
ETC_20161005_024866	和其它怪物不同彌漫著藍色氣息。
ETC_20161005_024867	怪物睡眠
ETC_20161005_024868	因為特製睡眠粉而沈睡的狀態。
ETC_20161005_024869	營養劑的效果
ETC_20161005_024870	不知是不是營養劑的效果，體力提升了。
ETC_20161005_024871	不知是不是營養劑的效果， SP提升了。
ETC_20161005_024872	不知是不是營養劑的效果， 耐力提升了。
ETC_20161005_024873	審判之書的祝福
ETC_20161005_024874	審判之書已賦予神聖之力。
ETC_20161005_024875	發現痕跡
ETC_20161005_024876	受到刺激的狀態
ETC_20161005_024877	此托特受到藥的刺激毒次更加充足。
ETC_20161005_024878	怪獸的負傷
ETC_20161005_024879	怪獸因為受到啟示者和比爾黑爾馬斯的攻擊而處於負傷的狀態。
ETC_20161005_024880	利用守備術在數字出現的狀態之下，跟著數字獲得傷害。
ETC_20161005_024881	獲得可以和組隊成員們一起分享的Buff效果。
ETC_20161005_024882	朝敵人嗚槍突進。
ETC_20161005_024883	變身成為狼，SP持續消耗，等到全部消耗時變身會解除。
ETC_20161005_024884	泰勒帕斯：群眾控制
ETC_20161005_024885	魔力防禦力降低
ETC_20161005_024886	一定時間內魔法防禦力提升。
ETC_20161005_024887	呼叫周邊同伴
ETC_20161005_024888	若是死亡大舉呼叫周邊同伴。
ETC_20161005_024889	烤肉串
ETC_20161005_024890	Account ID的值不正常。
ETC_20161005_024891	大地之塔：索爾米奇區間
ETC_20161005_024892	魔方
ETC_20161005_024893	飾品
ETC_20161005_024894	使用時，副本地下城和委託所任務的入場次數會重置。道具使用期限為1分鐘，獲得後開始計時，若超過使用期限將無法使用道具。
ETC_20161005_024895	點擊右鍵時可以直接使用，可套用角色時間為一小時。道具使用期限為1分鐘，獲得後開始計時，若超過使用期限將無法使用道具。
ETC_20161005_024896	重置套用於角色上的能力值。道具使用期限為14天，獲得後開始計時，若超過使用期限將無法使用道具。
ETC_20161005_024897	點擊滑鼠右鍵即可使用，對角色套用1小時效果。{nl} - 只有角色連線時，時間才會消耗。{nl}{nl} - x8 經驗之書製作材料。{nl}   製作書可以跟雜貨商人購買。{nl}[經驗之書效果]{nl} - 消滅怪物時獲得經驗值增加 +150% {nl}(可與網咖優惠、VIP效果疊加){nl}(不可套用經驗值卡片){nl} - 耐力恢復量增加 5倍
ETC_20161005_024898	點擊滑鼠右鍵即可使用，對角色套用1小時效果。{nl} - 只有角色連線時，時間才會消耗。{nl}[經驗之書效果]{nl} - 消滅怪物時，經驗值增加 +300% {nl}(可與網咖優惠、VIP效果疊加){nl}(不可套用經驗值卡片){nl} - 耐力恢復量增加 9倍
ETC_20161005_024899	點擊滑鼠右鍵即可使用，對角色套用1小時效果。{nl} - 只有角色連線時，時間才會消耗。{nl}[經驗之書效果]{nl} - 消滅怪物時，經驗值增加 +150% {nl}(可與網咖優惠、VIP效果疊加){nl}(不可套用經驗值卡片){nl} - 耐力恢復量增加 5倍
ETC_20161005_024900	鴉雀飼料組合包
ETC_20161005_024901	點擊滑鼠右鍵即可開啟，開啟後可獲得2個鴉雀用飼料。
ETC_20161005_024902	[活動]VIP:3小時(限時)
ETC_20161005_024903	[活動]VIP:5天(限時)
ETC_20161005_024904	女神禮物包
ETC_20161005_024905	點擊滑鼠右鍵時即可使用並獲得組合物品。{nl} - 190 TP{nl} - VIP 15天[活動]{nl} - 高濃縮 HP/SP藥水 20個{nl} - 靈魂水晶 15個{nl} - 擴音器 15個{nl} - 傳送卷軸 15個{nl} - 經驗之書 5個
ETC_20161005_024906	副本掃盪卷1星
ETC_20161005_024907	可以迅速又確實地清除即時副本的掃盪卷，在副本內點擊滑鼠右鍵即可使用，可用於1星級的副本。
ETC_20161005_024908	副本1次入場卷
ETC_20161005_024909	使用時即時副本和委託所任務可以追加進場1次。
ETC_20161005_024910	紫羅蘭染色藥
ETC_20161005_024911	會讓人聯想到薰衣草的紫羅蘭紫色染色藥。點擊右鍵可以直接使用並預覽染色效果。
ETC_20161005_024912	副本掃盪卷2星
ETC_20161005_024913	可以迅速又確實地清除副本的掃盪卷，在副本內點擊滑鼠右鍵即可使用，可用於2星級的副本。
ETC_20161005_024914	副本掃盪卷3星
ETC_20161005_024915	可以迅速又確實地清除副本的掃盪卷，在副本內點擊滑鼠右鍵即可使用，可用於3星級的副本。
ETC_20161005_024916	副本掃盪卷[★★★★]
ETC_20161005_024917	可以迅速又確實地清除副本的掃盪卷，在副本內點擊滑鼠右鍵即可使用，可用於4星級的副本。
ETC_20161005_024918	愛麗絲禮包 - 劍士(男)
ETC_20161005_024919	愛麗絲禮包 - 劍士(女)
ETC_20161005_024920	愛麗絲禮包 - 魔法師(男)
ETC_20161005_024921	愛麗絲禮包 - 魔法師(女)
ETC_20161005_024922	愛麗絲禮包 - 弓箭手(男)
ETC_20161005_024923	愛麗絲禮包 - 弓箭手(女)
ETC_20161005_024924	愛麗絲禮包 - 聖職者(男)
ETC_20161005_024925	愛麗絲禮包 - 聖職者(女)
ETC_20161005_024926	角鬥士是調和攻擊和防禦之平衡的劍鬥士職業，戴著御印型頭盔，阻擋遠距離攻擊或是提升使用盾牌技能的效果。
ETC_20161005_024927	攻擊、防禦
ETC_20161005_024928	槍騎兵
ETC_20161005_024929	槍騎兵是使用強力的成人戰技術的騎兵職業，具有可以輕易攻破敵人的魔法陣或是隊伍組成的特性。
ETC_20161005_024930	元素使是掌管元素的魔法師。擁有強力的攻擊魔法，但是技能再次使用以前需要時間，因此和同伴的合作很重要。
ETC_20161005_024931	Citydummy
ETC_20161005_024932	Taoist Dummy
ETC_20161005_024933	賢者是透過知識了解世界的原理，讓空間可以被操作的魔法師職業，賢者通尚是使用操作次元的魔法，利用傳點可以移動到自己所知的地方。
ETC_20161005_024934	附魔師
ETC_20161005_024935	附魔師職業會將自己的魔法製作成消耗性道具或是對裝備道具賦予直接效果來幫助同伴。
ETC_20161005_024936	輔助、製作
ETC_20161005_024937	刀騎兵是同時使用弓和近距武器的騎兵職業，機動性高，具有弓和劍的各種連續技術。
ETC_20161005_024938	火槍手是使用步槍的槍兵職業。雖然無法和弓箭同時使用，但具有使用長槍的連射攻擊和近戰效果的技能。
ETC_20161005_024939	神射手
ETC_20161005_024940	以雙手弓為主武器的神射手是對付多數敵人時很有力的弓箭手職業。
ETC_20161005_024941	審判者
ETC_20161005_024942	審判者是負責審判對女神不敬的敵人之祭司職業，具有強力的戰鬥技能，特別擅長和魔法使用者之間的戰鬥。
ETC_20161005_024943	道士職業是使用道術之力的聖職者，利用符咒來攻擊敵人或是幫助同伴。
ETC_20161005_024944	巫女
ETC_20161005_024945	巴雷交叉路
ETC_20161005_024946	鐘乳洞入口
ETC_20161005_024947	卡雷伊比納斯丘陵
ETC_20161005_024948	姆希斯池塘
ETC_20161005_024949	傑梅斯平地
ETC_20161005_024950	克利歐克里斯瀑布
ETC_20161005_024951	帕斯圖格丘陵
ETC_20161005_024952	濟民絕壁
ETC_20161005_024953	羅伯原野
ETC_20161005_024954	歐布吉奇亞岔路
ETC_20161005_024955	塞恩特里尼斯原野
ETC_20161005_024956	歐普林克城壁地
ETC_20161005_024957	比勒蘇堤尼斯河畔
ETC_20161005_024958	亞帕堤尼斯小溪邊
ETC_20161005_024959	拉帕伊交叉路
ETC_20161005_024960	皮亞瑪休憩地
ETC_20161005_024961	拉帕伊小路
ETC_20161005_024962	康恩克伐木場
ETC_20161005_024963	伊巴斯丘陵
ETC_20161005_024964	臨時駐屯地
ETC_20161005_024965	雷雷斯空地
ETC_20161005_024966	班姆茲迪斯休憩地
ETC_20161005_024967	赫魯查山崖
ETC_20161005_024968	帕林凱堤休憩地
ETC_20161005_024969	特利烏斯上坡路
ETC_20161005_024970	特比尼亞伊丘陵
ETC_20161005_024971	織網上坡路
ETC_20161005_024972	波波特小溪邊
ETC_20161005_024973	貝斯茲休憩地
ETC_20161005_024974	堤貝斯空地
ETC_20161005_024975	帕拉茲空地
ETC_20161005_024976	緹玫勒斯廣場
ETC_20161005_024977	厚內追悼室
ETC_20161005_024978	堤梅利斯聖所
ETC_20161005_024979	內伊奇特石室
ETC_20161005_024980	第8區域倉庫
ETC_20161005_024981	文件管理室
ETC_20161005_024982	中央統治室
ETC_20161005_024983	共同整頓區域
ETC_20161005_024984	器材管理室
ETC_20161005_024985	第8區域研究室
ETC_20161005_024986	作戰會議室
ETC_20161005_024987	指揮室
ETC_20161005_024988	管理室
ETC_20161005_024989	衝擊吸收魔法陣
ETC_20161005_024990	油桶保管所
ETC_20161005_024991	出入禁止區域通道
ETC_20161005_024992	火焰放射魔法石
ETC_20161005_024993	指揮官室
ETC_20161005_024994	會議室
ETC_20161005_024995	內城壁入口
ETC_20161005_024996	內城壁進入路
ETC_20161005_024997	第1核心保護裝置
ETC_20161005_024998	保全區域
ETC_20161005_024999	第2核心保護裝置
ETC_20161005_025000	第3核心保護裝置
ETC_20161005_025001	禁區
ETC_20161005_025002	廢都連接路
ETC_20161005_025003	整頓區域
ETC_20161005_025004	內部訓練場
ETC_20161005_025005	安伯瑪達伊空地
ETC_20161005_025006	堤拉斯聖所
ETC_20161005_025007	利希斯通道
ETC_20161005_025008	安特拉空地
ETC_20161005_025009	希耶堤通道
ETC_20161005_025010	普羅塔斯聖所
ETC_20161005_025011	魯歐尼斯封印地
ETC_20161005_025012	斯爾雷波斯封印
ETC_20161005_025013	普羅姆巴封印
ETC_20161005_025014	波勒瑪封印
ETC_20161005_025015	比耶那斯空地
ETC_20161005_025016	卡勒圖空地
ETC_20161005_025017	芬克塔斯空地
ETC_20161005_025018	亞帕汀空地
ETC_20161005_025019	亞烏克斯泰空地
ETC_20161005_025020	尤茲米達斯祭壇地
ETC_20161005_025021	拉皮亞斯空地
ETC_20161005_025022	安伯達賓空地
ETC_20161005_025023	梅伊蘭三岔路口
ETC_20161005_025024	奧斯卡拉斯的營地
ETC_20161005_025025	亞特比斯瀑布
ETC_20161005_025026	達勒尼斯瀑布
ETC_20161005_025027	卡伊米安三岔路口
ETC_20161005_025028	達爾汀濕地帶
ETC_20161005_025029	梅坎的營地
ETC_20161005_025030	比爾卡斯的棲息地
ETC_20161005_025031	奇勒巴空地
ETC_20161005_025032	凱依內渡口
ETC_20161005_025033	魯巴斯要道
ETC_20161005_025034	泰伊里空地
ETC_20161005_025035	歐蘇羅普空地
ETC_20161005_025036	皮歐達空地
ETC_20161005_025037	普達斯空地
ETC_20161005_025038	亞卡汀三岔路口
ETC_20161005_025039	亞烏斯內空地
ETC_20161005_025040	達勒卡空地
ETC_20161005_025041	奇耶爾堤空地
ETC_20161005_025042	杰洛梅爾公園入口
ETC_20161005_025043	杰洛梅爾公園散步路
ETC_20161005_025044	杰洛梅爾公園出口
ETC_20161005_025045	杰洛梅爾小廣場
ETC_20161005_025046	杰洛梅爾公園管理所
ETC_20161005_025047	公園內居住地
ETC_20161005_025048	商圈入口
ETC_20161005_025049	伊斯堤斯控制所
ETC_20161005_025050	魔力觀測所
ETC_20161005_025051	火之接見所
ETC_20161005_025052	魔力研究室
ETC_20161005_025053	迪比利斯制馭所
ETC_20161005_025054	中央研究室
ETC_20161005_025055	研究者聚會所
ETC_20161005_025056	尤那耶爾紀念館
ETC_20161005_025057	尤那耶爾大會館
ETC_20161005_025058	尤那耶爾商店街
ETC_20161005_025059	尤那耶爾居住地
ETC_20161005_025060	斯密爾佳小溪
ETC_20161005_025061	圖拉斯空地
ETC_20161005_025062	劍士的隱身處
ETC_20161005_025063	比蘇歐梅納瀑布
ETC_20161005_025064	沙爾瑪斯瀑布
ETC_20161005_025065	特雷達拉伊溪邊
ETC_20161005_025066	烏歐羅斯廢礦地
ETC_20161005_025067	亞秀弗塔斯高原
ETC_20161005_025068	巴伊凱丘陵
ETC_20161005_025069	伊祖兒羅堤空地
ETC_20161005_025070	圖符斯空地
ETC_20161005_025071	阿克梅尼斯湖邊
ETC_20161005_025072	拉伊普達伊絕壁
ETC_20161005_025073	帕奇突希小路
ETC_20161005_025074	古爾利吉亞交叉路
ETC_20161005_025075	帕斯圖格彎路
ETC_20161005_025076	內佛蘭迪岔路
ETC_20161005_025077	斯卡爾達石子路
ETC_20161005_025078	亞特敏堤斯空地
ETC_20161005_025079	奇斯利斯絕壁
ETC_20161005_025080	米希亞岔路
ETC_20161005_025081	斯達巴斯空地
ETC_20161005_025082	拉伊卡斯交叉路
ETC_20161005_025083	庫爾達斯瀑布
ETC_20161005_025084	亞沛伊高斯祭壇
ETC_20161005_025085	帕斯拉堤耶丘陵
ETC_20161005_025086	伊塞堤絕壁
ETC_20161005_025087	帕民克拉斯田間小路
ETC_20161005_025088	烏茲斯米勒蘇泰路
ETC_20161005_025089	丁古丘陵
ETC_20161005_025090	庫萊中心地
ETC_20161005_025091	死路
ETC_20161005_025092	蘇克利吉瑪斯路
ETC_20161005_025093	拉伊奇瑪斯原野
ETC_20161005_025094	普拉卡斯石柱帶
ETC_20161005_025095	地下水路
ETC_20161005_025096	燕高亞鐘乳帶
ETC_20161005_025097	潘卡斯石柱帶
ETC_20161005_025098	諾潘石柱帶
ETC_20161005_025099	圖書館本館屋頂
ETC_20161005_025100	屋頂古書保管所
ETC_20161005_025101	學者們的展望台
ETC_20161005_025102	司書的空中庭園
ETC_20161005_025103	圖書館別館屋頂
ETC_20161005_025104	努歐拉沙斯街
ETC_20161005_025105	雷達克圖利烏米胡同
ETC_20161005_025106	圖歐梅尼斯丘陵路
ETC_20161005_025107	尼奇內商店街屋頂
ETC_20161005_025108	拉希莫工坊屋頂
ETC_20161005_025109	佛雷伊貝奇斯卡斯伐木場
ETC_20161005_025110	普利貝佳空地
ETC_20161005_025111	沙烏庫斯空地
ETC_20161005_025112	拉賽堤空地
ETC_20161005_025113	艾斯丟瑪斯池塘
ETC_20161005_025114	帕貝凱利亞農耕地
ETC_20161005_025115	巫女祭壇
ETC_20161005_025116	金庫(無OBB)
ETC_20161005_025117	金庫(腳凳 OBB)
ETC_20161005_025118	書堆 1
ETC_20161005_025119	書堆 2
ETC_20161005_025120	書堆 3
ETC_20161005_025121	大地的祭壇
ETC_20161005_025122	手持武器的吉特涅 幻像圖書館
ETC_20161005_025123	魔塔移動裝置691
ETC_20161005_025124	魔塔移動裝置691_1
ETC_20161005_025125	幻像圖書館_活動_拱門
ETC_20161005_025126	幻像圖書館_活動_石地
ETC_20161005_025127	紅色境界石
ETC_20161005_025128	藍色境界石
ETC_20161005_025129	幽靈士兵2
ETC_20161005_025130	幽靈士兵3
ETC_20161005_025131	幽靈將校
ETC_20161005_025132	幽靈將校2
ETC_20161005_025133	鍊金術士 女2
ETC_20161005_025134	廢墟堆1
ETC_20161005_025135	廢墟堆2
ETC_20161005_025136	石台
ETC_20161005_025137	臨時慰靈碑
ETC_20161005_025138	蕨葉藤蔓
ETC_20161005_025139	蕨葉葉片
ETC_20161005_025140	年輕少爺
ETC_20161005_025141	家庭教師
ETC_20161005_025142	探險家(女)
ETC_20161005_025143	鮮豔荆棘花 無OBB
ETC_20161005_025144	沈睡的肯陶洛斯
ETC_20161005_025145	王之石像
ETC_20161005_025146	小王陵入口
ETC_20161005_025147	柵欄1
ETC_20161005_025148	柵欄2
ETC_20161005_025149	家
ETC_20161005_025150	採礦點
ETC_20161005_025151	修道士2鐵匠
ETC_20161005_025152	車堆(無obb)
ETC_20161005_025153	臨時慰靈碑(無obb的版本)
ETC_20161005_025154	遺跡地帶_碑石03(中間尺寸
ETC_20161005_025155	瘟疫醫生大師的弟子
ETC_20161005_025156	怪花
ETC_20161005_025157	魔力核(小的)
ETC_20161005_025158	石材 1(無obb的版本)
ETC_20161005_025159	遺跡地帶用藤蔓(小的版本)
ETC_20161005_025160	神官
ETC_20161005_025161	蕨葉物件
ETC_20161005_025162	少爺
ETC_20161005_025163	樹墩2
ETC_20161005_025164	紅楓森林樹木
ETC_20161005_025165	紅楓森林草堆
ETC_20161005_025166	紅楓森林藥瓶
ETC_20161005_025167	紅楓森林樹木_Q1
ETC_20161005_025168	紅楓森林藥瓶_Q1
ETC_20161005_025169	傑羅梅爾移動裝置
ETC_20161005_025170	鐘乳洞移動裝置
ETC_20161005_025171	紅楓森林樹木_Q2
ETC_20161005_025172	20_4移動裝置
ETC_20161005_025173	69_2移動裝置
ETC_20161005_025174	20_1移動裝置
ETC_20161005_025175	20_1移動裝置2
ETC_20161005_025176	20_2移動裝置
ETC_20161005_025177	20_3移動裝置
ETC_20161005_025178	20_6移動裝置
ETC_20161005_025179	103移動裝置
ETC_20161005_025180	103移動裝置2
ETC_20161005_025181	25_1移動裝置
ETC_20161005_025182	25_2移動裝置
ETC_20161005_025183	25_3移動裝置
ETC_20161005_025184	23_3移動裝置
ETC_20161005_025185	56_1移動裝置
ETC_20161005_025186	使用賢者特性
ETC_20161005_025187	使用附魔師特性
ETC_20161005_025188	購買附魔師物品
ETC_20161005_025189	使用審判者特性
ETC_20161005_025190	購買審判者物品
ETC_20161005_025191	使用道士特性
ETC_20161005_025192	購買道士物品
ETC_20161005_025193	使用槍騎兵特性
ETC_20161005_025194	使用神射手特性
ETC_20161005_025195	使用角鬥士特性
ETC_20161005_025196	失敗條件
ETC_20161005_025197	調查破碎的魔法陣
ETC_20161005_025198	調查破碎的魔法石
ETC_20161005_025199	在魔法陣上方使用魔力之眼
ETC_20161005_025200	在魔法陣下方使用魔力之眼
ETC_20161005_025201	在魔法陣左方使用魔力之眼
ETC_20161005_025202	在魔法陣右方使用魔力之眼
ETC_20161005_025203	在第8區域研究室搜索線索
ETC_20161005_025204	確認油桶
ETC_20161005_025205	和奎波爾里耶帕一起推理
ETC_20161005_025206	確認緊急命令書的內容
ETC_20161005_025207	清除第一個障礙物
ETC_20161005_025208	清除第二個障礙物
ETC_20161005_025209	清除第三個障礙物
ETC_20161005_025210	服用解毒劑之後移除毒甕
ETC_20161005_025211	用軍用炸彈來破壞障礙物
ETC_20161005_025212	補給兵的愚蠢(1)
ETC_20161005_025213	補給兵的愚蠢(2)
ETC_20161005_025214	偵察兵的愚蠢(1)
ETC_20161005_025215	偵察兵的愚蠢(3)
ETC_20161005_025216	確認內貝爾雷礦山1層的結界
ETC_20161005_025217	確認王陵勞役者宿舍的結界
ETC_20161005_025218	確認托培斯碉堡1層的結界
ETC_20161005_025219	確認西卡里歐斯1層的結界
ETC_20161005_025220	確認衰微的勒肯家門宅邸的結界
ETC_20161005_025221	確認第2魔族收監所的結界
ETC_20161005_025222	確認路克索那重建團西館的結界
ETC_20161005_025223	發放電的魔力動力源上補充魔力
ETC_20161005_025224	解除附身在怪物的靈魂
ETC_20161005_025225	夏亞汀的靈魂重新找回記憶
