QUEST_00000000_000000	UTF-8-DOM問題迴避用
QUEST_20170313_005616	最近變得很忙碌，{nl}因為引導靈魂這件事。
QUEST_20170313_005617	碑石上用陰刻刻了五個像是黃色凱吉青苔泥人的核的物體。
QUEST_20170313_005618	黃色凱吉青苔泥人被吸進碑石裡了。
QUEST_20170313_005619	好像看得到什麼，再仔細看看。
QUEST_20170313_005620	第一次看到的文字開始被刻在碑石上。
QUEST_20170313_005621	碑石上被刻下了初次見到的文字。
QUEST_20170313_005622	是第一次見到的文字。把內容拓印下來給去問問學識淵博的人吧。
QUEST_20170313_005623	撿起了掉在地上的碎紙片。上面確實寫了什麼，但被撕碎了看不懂。
QUEST_20170313_005624	想讀懂內容就需要其餘的碎紙片。 調查一下凱那魯平原吧。
QUEST_20170313_005625	雖然碑石上刻著符文，但確切是什麼意思就不知道了。
QUEST_20170313_005626	碑石上刻著看不懂的文字。
QUEST_20170313_005627	刻著符文的碑石
QUEST_20170313_005628	想給士兵們祝福，聖光之粉卻剛好用完了。{nl}你身上有聖光之粉嗎？
QUEST_20170313_005629	真是謝謝你。就先用這些送給士兵們祝福吧。
QUEST_20170313_005630	等到補給到達還需要好些時間..{nl}可沒辦法等到那時候呢..
QUEST_20170313_005631	現在不是放鬆的時候，{nl}快生起營火暖暖身吧。
QUEST_20170313_005632	在哪裡被叮成這樣的？不痛嗎？
QUEST_20170313_005633	蜜蜂變得非常敏感，所以更具攻擊性。
QUEST_20170313_005634	是嗎…雖然我們也試過所有可行的方法了，但都沒有效果。{nl}奧斯特雅女神的信徒們會不會知道？
QUEST_20170313_005635	奧斯特雅女神的信徒們說不定知道讓蜜蜂冷靜下來的方法？
QUEST_20170313_005636	鄰近樹林好像也因為植物而頭痛呢。
QUEST_20170313_005637	是嗎，現在還不清楚，若有什麼資料，倒是可以研究看看。{nl}那樣的話說不定能知道什麼？
QUEST_20170313_005638	已經大失敗過一次了，現在該成功了！
QUEST_20170313_005639	好像是因為恐懼而嚎哭。
QUEST_20170313_005640	因為石化詛咒，很多人都被石化了。{nl}我為了引導那些人回到女神身邊而來到這地方。
QUEST_20170313_005641	因為這些被石化的人們每天都處於恐懼中。
QUEST_20170313_005642	雖然很想幫助他們，卻不知道該怎麼做。
QUEST_20170313_005643	在消滅魔花卡諾波的地方發現了魔花卡諾波的殘骸。
QUEST_20170313_005644	箱子出現了。
QUEST_20170313_005645	上次吃草莓是多久以前都不記得了。你身上有草莓嗎？
QUEST_20170313_005646	有草莓的話還能做草莓冰沙呢..{nl}我們村的鐵匠大叔超喜歡草莓冰沙的。
QUEST_20170313_005647	我以前還常常跟大淑一起吃草莓冰沙呢。{nl}大叔有時武器或防具修著修著也會搞砸。
QUEST_20170313_005648	那種時候他總是說是因為草莓冰沙而手滑了。
QUEST_20170313_005649	但是我知道。{nl}並不是因為草莓冰沙手滑，而是他本來就常常失誤。
QUEST_20170313_005650	我們村莊有個叫艾伊爾莉耶的少女，那個孩子曾在雜貨店工作。因為他的手藝很好，村莊的人都收到過他做得食物或調味料之類的。特別是草莓果醬真的做得很好吃，我也跟他學了一手。所以若部隊有草莓，我也會做草莓醬分給大家吃。
QUEST_20170313_005651	草莓，是草莓！我真的很像吃呢..{nl}謝謝你，我開動了！
QUEST_20170313_005652	空氣感覺變寒冷了。
QUEST_20170313_005653	被一股強大的力量給推出來了。那力量的真面目到底是？
QUEST_20170313_005654	神靈似乎大發雷霆，必須找到方法讓他消消氣。
QUEST_20170313_005655	你說艾沙奇烏村莊有火冒三丈的神靈？
QUEST_20170313_005656	看來神靈又因為沒聽到歌聲而生氣了。
QUEST_20170313_005657	好像很開心。
QUEST_20170313_005658	被惡靈詛咒了。去找對詛咒有了解的人尋求幫助吧。
QUEST_20170313_005659	惡靈好像在嘲笑我們。去找對詛咒有了解的人尋求幫助吧。
QUEST_20170313_005660	從你身上感覺得到詛咒的氣息。
QUEST_20170313_005661	我幫你解開詛咒。
QUEST_20170313_005662	是在哪裡遭到詛咒的呢？{nl}若說是人類施放的，這怨念也太過深了。
QUEST_20170313_005663	惡靈阿…
QUEST_20170313_005664	有點擔心那個惡靈會不會侵害永眠於摩克瑟墓室裡的這些人呢。
QUEST_20170313_005665	對了，若是咒術師大師，說不定有辦法解決摩克瑟墓室裡的惡靈。
QUEST_20170313_005666	若是咒術師大師，一定會有辦法解決摩克瑟墓室裡的惡靈的。
QUEST_20170313_005667	凱都拉商團的探測器指向靠近右上端的方向。
QUEST_20170313_005668	凱都拉商團的探測器指向靠近上端的方向。
QUEST_20170313_005669	凱都拉商團的探測器指向靠近左上端的方向。
QUEST_20170313_005670	是在下面嗎？
QUEST_20170313_005671	凱都拉商團的探測器指向右上方稍遠的地方。
QUEST_20170313_005672	凱都拉商團的探測器指向上方稍遠的地方。
QUEST_20170313_005673	凱都拉商團的探測器指向左上方稍遠的地方。
QUEST_20170313_005674	凱都拉商團的探測器指向右上方很遠的地方。
QUEST_20170313_005675	凱都拉商團的探測器指向上方很遠的地方。
QUEST_20170313_005676	凱都拉商團的探測器指向左上方很遠的地方。
QUEST_20170313_005677	身體漸漸變暖和，不再感到冷了。
QUEST_20170313_005678	被撕碎的紙張碎片
QUEST_20170313_005679	這似乎是所有被撕碎的紙張碎片了。試著拼拼看吧？
QUEST_20170313_005680	被放在棺木附近的東西
QUEST_20170313_005681	這裡有的東西。{nl}摸看看？
QUEST_20170313_005682	神樹之日之後，鑑定師大師的位置一直空著，我正在煩惱呢。
QUEST_20170313_005683	{nl}我們家有一個傳家寶，把它賣掉的話就能多少幫助貧困的人們了。{nl}剛好聽說寬恕者大師有收購那種東西，所以我就去找他。
QUEST_20170313_005684	{nl}但是他說沒經過鑑定師大師認證的東西他不收。{nl}要是有誰被任命為鑑定師大師就好了..
QUEST_20170313_005685	雖然說這話不知道你信不信，但我也有參與幫助難民的工作。{nl}我賣掉我的飾品去幫助難民。
QUEST_20170313_005686	{nl}但是有些惡質商人在知道我的飾品賣得不錯之後，就照樣抄去開始賣起仿冒品。{nl}雖然我的東西是正品，在大量仿冒品中卻變得不好賣了。
QUEST_20170313_005687	{nl}如此一來也就無法好好幫助難民們了。{nl}若有能證明我的飾品是真品的認證書之類的，說不定會好一點。
QUEST_20170313_005688	{nl}然而能簽發認證書的鑑定師大師位置從神樹之日之後就一直是空的，所以連這也無法如願。
QUEST_20170313_005689	{nl}真是處處為難的狀況阿。
QUEST_20170313_005690	沒想到鑑定師大師缺席會引起這麼大的不便。{nl}這些事以後還是可能會重複發生呢。
QUEST_20170313_005691	{nl}任命大師必須有國王陛下的許可才行，但國王駕崩..嗯..
QUEST_20170313_005692	{nl}阿，要是有勅命委任狀說不定任命鑑定師大師並不難。{nl}那是在此情況下，有貴族、王族，或是有決策權的人同意的話，就能有與王命相同效力的文件。
QUEST_20170313_005693	{nl}剛好凱碧蕾公主的隨從在柯拉佩達，試著透過他傳達這件事吧。
QUEST_20170313_005694	騎士團長烏斯卡前去向凱碧蕾公主的隨從說明任命鑑定師大師之事了。
QUEST_20170313_005695	我去向凱碧蕾公主的隨從說明完回來了。{nl}公主欣然答應簽發勅命委任狀了。
QUEST_20170313_005696	{nl}隨從說，要發揮此委任狀的效力，需要有3人以上的署名。{nl}且必須是將軍級以上的指揮官或具有與其相應職位的貴族才行。
QUEST_20170313_005697	{nl}我身為指揮官有此權力，所以我先幫你們署名了。{nl}但是還需要2人以上的署名..
QUEST_20170313_005698	{nl}隨從說他自己行動有危險，他的工作也很多很忙。{nl}所以我想，你是最適合這件事的人選了。{nl}你沒問題吧？
QUEST_20170313_005699	凱碧蕾公主隨從
QUEST_20170313_005700	我正好在這裡進行凱碧蕾公主的隨行相關工作。
QUEST_20170313_005701	你就是烏斯卡大人推薦的人阿。{nl}如你所見我只是個凱碧蕾公主的隨從，所以也告知過無法幫忙取得署名了。
QUEST_20170313_005702	{nl}你應該也是為此事來找我的吧。{nl}第一眼就看得出來，烏斯卡大人看人的眼光還真是不錯。{nl}阿，我應該先告訴你你必須做的事的，抱歉話太多了。
QUEST_20170313_005703	{nl}首先，你必須先去找鄰近的王國南部地區的貴族或有影響力的人。{nl}然後向他們取得勅命委任狀的署名。
QUEST_20170313_005704	{nl}如此一來，這份勅命委任狀就能發揮與國王陛下的命令相同的效力了。
QUEST_20170313_005705	去向王國南部地區的貴族或有影響力的人取得署名吧。
QUEST_20170313_005706	烏斯卡大人說的人什麼時候要來阿..{nl}我也有我的事要做呢..
QUEST_20170313_005707	幸好烏斯卡大人將事情委託給信任的人了。
QUEST_20170313_005708	你說那份勅命委任狀需要我的署名？{nl}我得先確認一下那勅命委任狀的內容。
QUEST_20170313_005709	{nl}恩..原來是與現在缺空的鑑定師大師任命有關的勅命委任狀阿。
QUEST_20170313_005710	{nl}給你，我署名了。
QUEST_20170313_005711	你需要我在勅命委任狀上署名阿。{nl}我先稍微看看委任狀的內容之後再回答你。
QUEST_20170313_005712	{nl}阿，是公主要將桑德拉任命為鑑定師大師的勅命委任狀阿。{nl}那麼我也幫忙署名。
QUEST_20170313_005713	敕命委任狀
QUEST_20170313_005714	連父王的遺體都還沒找到，膽敢負責代先王執政的卡歐尼拉我，為了發生歷史上未曾有過的災難神樹之日王國，及身處其中的百姓們著想，簽發此委任狀。
QUEST_20170313_005715	小則為了保障持有此文件的王族安寧，進而在此危急的時刻，為了讓分散各地的持有人盡身為王族對百姓所應盡的義務，並防止王國法律及制度上不周全之處，
QUEST_20170313_005716	請與文件持有人確認並仔細閱讀。請不要濫用於自己的貪婪，或者不經思考地署名。希望不會違背王室與百姓的期待。
QUEST_20170313_005717	1. 此委任狀僅限我親自授予的當事人持有，且此委任狀與國王敕令具有相同效力。{nl}2. 然而，此委任狀僅限將軍級以上的指揮官或者與其相應職位貴族3人以上相互確認並聯合署名之後，始承認其效力。{nl}3. 王室現有執政者我卡歐尼拉本人，以及日後登基的國王，皆不得因此委任狀所導致的法律責任對任何人究責。{nl}4. 此文件的持有者即使執行不當、或相互矛盾之命令，在王室進行調停前，仍承認其效力。{nl}5. 持有人請在下方敘述需求內容後署名。並且在第二行取得相關王國人士署名。
QUEST_20170313_005718	此文書的正當持有人，我，公主凱碧蕾遵從執政人卡歐尼拉的意見宣布以下事項。{nl}此文書發揮效力的瞬間起，任命現居佩迪米安的鑑定師桑德拉升格為鑑定師大師。
QUEST_20170313_005719	柯拉佩達騎士團長烏斯卡
QUEST_20170313_005720	勅命委任狀上些微聞得到藥品的味道。
QUEST_20170313_005721	委任狀的內容與署名的位置離太遠了。
QUEST_20170313_005722	這勅命委任狀感覺有點奇怪。{nl}跟別人說一下好像會比較好。
QUEST_20170313_005723	你說勅命委任狀有些奇怪的疑點？{nl}怎麼樣奇怪？
QUEST_20170313_005724	委任狀讓我看一下。
QUEST_20170313_005725	委任狀上的空欄太寬，還隱約發出藥品的味道呢。{nl}這是現亦為正統繼承者的卡歐尼拉公主的勅命委任狀..
QUEST_20170313_005726	{nl}但你說委任狀是從凱碧蕾公主那取得的對吧？{nl}看來在這委任狀回到凱碧蕾公主手上前，有必要再確認一次。
QUEST_20170313_005727	去找能幫忙確認委任狀的人吧
QUEST_20170313_005728	喔.. 那就是烏斯卡大人說的任命我為鑑定師大師的勅命委任狀阿。{nl}但是你說上面發出藥品的味道.. 空欄又太寬了？
QUEST_20170313_005729	{nl}真的很奇怪呢。 {nl}這類公文，又是有與國王陛下的勅命同等效力的文書，擬定時不應該有空格的。{nl}那是為了防止偽造。
QUEST_20170313_005730	{nl}我看看。{nl}沒關係吧？
QUEST_20170313_005731	就像你說的，微微散發出藥品的味道呢。{nl}居然能聞出這麼稀微的味道，你也不是一般人阿。
QUEST_20170313_005732	{nl}還有委任狀內容和署名間的空欄，我看了一下好像..確實有鬼。{nl}但是要進一步確認，就有點困難了。
QUEST_20170313_005733	{nl}為了更精確地確認，需要特殊的藥品。{nl}問題是沒那麼容易找到..若是上級練金術士或許製造得出來也不一定。{nl}你有任是的上級鍊金術士嗎？
QUEST_20170313_005734	你說顯現文件中隱藏的文字的特殊藥品嗎？{nl}我平常不會隨便告訴別人的..看你們近來與我有緣，我就特別告訴你們吧。
QUEST_20170313_005735	{nl}製造時若有特殊試劑和桑德格麗花、徳力佛里花，馬上就能做好。{nl}試劑照我給的祕方調和材料就可以製成。{nl}問題是要找到那兩種花並不容易。
QUEST_20170313_005736	{nl}桑德格麗花只要能找到，採集不是問題。{nl}但是光要找到就很困難了，沒人知道它會開在什麼地方。
QUEST_20170313_005737	{nl}徳力佛里花則必須多次在適當時機給予適當量的水才行。
QUEST_20170313_005738	喔天阿，你真的把特殊藥品的材料都帶來了。{nl}雖然很好奇你是怎麼弄到桑德格麗花和徳力佛里花的，但先把該做的事做完吧。
QUEST_20170313_005739	特殊藥品完成了。{nl}只要用這藥，就能看到隱藏的字了。
QUEST_20170313_005740	雖然很好奇那特殊藥品是要用在哪裡，但知道後感覺會犯頭痛，還是不要問好了。
QUEST_20170313_005741	拜杜塔斯正在製作特殊藥品。
QUEST_20170313_005742	把特殊藥品帶去給鑑定師桑德拉吧。
QUEST_20170313_005743	去找拜杜塔斯取得特殊藥品了？{nl}哈.. 怎麼想都覺得你不是個普通人物呢。
QUEST_20170313_005744	{nl}那麼，我就把你帶來的藥品用在勅命委任狀上，確認一下隱藏的內容吧。
QUEST_20170313_005745	在看起來可疑的空白上抹上特殊藥品，果然看得到隱藏的文字了。{nl}以防萬一，先準備一份勅命委任狀複印本，再把空白裡的字抹除吧。
QUEST_20170313_005746	空白處被寫上的字被抹除得無隱無蹤，複印本也做好了。{nl}但是這件事也必須告知在這委任狀上署名的其他人才行。
QUEST_20170313_005747	{nl}先告知歐勒夏領主，剩下的人要怎麼做之後會告訴你。
QUEST_20170313_005748	你說勅命委任狀上有隱藏的文字？{nl}怎麼會..等同國王勅命的委任狀怎麼會..
QUEST_20170313_005749	{nl}你知道寫了什麼嗎？
QUEST_20170313_005750	差點中了凱碧蕾公主的計了。{nl}那正本上隱藏的字被桑德拉抹除掉了？
QUEST_20170313_005751	{nl}我知道了，我會向在此複本勅命委任狀上署名的其他人傳達此事的。{nl}字被抹除的正本請交給凱碧蕾公主的隨從。
QUEST_20170313_005752	在勅命委任狀上取得署名回來了阿。{nl}現在只要將任命狀交給鑑定師桑德拉，她就能正式成為鑑定師大師了。
QUEST_20170313_005753	將正式任命狀交給鑑定師桑德拉。
QUEST_20170313_005754	阿，這就是用勅命委任狀發布的鑑定師大師正式任命狀阿。{nl}若是在國王陛下還在世、社會平和時，更正式地受到任命該有多好..
QUEST_20170313_005755	{nl}無論如何謝謝你。{nl}為了讓我成為鑑定師大師，麻煩你了。
QUEST_20170313_005756	{nl}我的父母若看到我成為鑑定師大師一定會很開心的..
QUEST_20170313_005757	鑑定師大師
QUEST_20170313_005758	我居然成為鑑定師大師了..{nl}突然變成這樣有點不知所措呢。
QUEST_20170313_005759	{nl}但無論如何會帶著責任感更用心專心工作的。
QUEST_20170313_005760	要精確地看出物品的價值，就必須多方面去觀察。{nl}看著看著，不知不覺就能看到本來看不到的東西了。{nl}那是做鑑定師這行最動人的一瞬間了。 
QUEST_20170313_005761	也是，剛成為大師，佩迪米安要處理的事會很多。{nl}所以無法親自前來，才會請你代為轉交。
QUEST_20170313_005762	{nl}雖然把傳家寶交給別人保管有點不安..
QUEST_20170313_005763	家裡的傳家寶能好好地獲得價值評價真讓人欣慰。{nl}認證書也拿到了，該交給寬恕者大師處理，去幫助貧困的人了。
QUEST_20170313_005764	看來鑑定師大師有事不克前來，{nl}所以透過你幫我鑑定飾品。
QUEST_20170313_005765	{nl}知道了。{nl}我的飾品就交給你，拜託你了。
QUEST_20170313_005766	我的飾品不同於市面上流通的山寨品，能得到認證真是太好了。
QUEST_20170313_005767	柯拉佩達騎士團長烏斯卡{nl}歐勒夏領主伊內沙黑蒙戴伊
QUEST_20170313_005768	柯拉佩達騎士團長烏斯卡{nl}柯拉佩達駐屯軍副司令官巴塞寧
QUEST_20170313_005769	柯拉佩達騎士團長烏斯卡{nl}柯拉佩達駐屯軍副司令官巴塞寧{nl}歐勒夏領主伊內沙黑蒙戴伊
QUEST_20170313_005770	勅命委任狀能順利轉交真是太好了。{nl}雖然難為情，但我能參與其過程真令人驕傲呢。
QUEST_20170313_005771	說到劍士系列當然就是力量。{nl}投資力量的話可以提升物理攻擊力及暴擊，且可帶著更多物品活動。{nl}
QUEST_20170313_005772	{nl}先思考一下以後要成為什麼也對自己有益。
QUEST_20170313_005773	{nl}但是想要時常使用魔法的話就不能忘了精神。{nl}為了多使用魔法將最大SP提升，SP恢復力也會同時增加。
QUEST_20170313_005774	{nl}但若投資敏捷則可提升命中、迴避、暴擊機率。{nl}先思考一下以後要成為什麼也對自己有益。
QUEST_20170313_005775	{nl}但也可能需要堅強的力量或精神力。{nl}提升力量提升物理攻擊力、暴擊攻擊力及增加可持重量也不錯。{nl}也會需要提升最大 SP及 SP 恢復力的精神力。
QUEST_20170313_005776	{nl}先思考一下以後要成為什麼也對自己有益。{nl}
QUEST_20170313_005777	海斯藍信物
QUEST_20170313_005778	要使用海斯藍信物開始任務嗎？{nl}只有你與在你附近的隊員才能接受任務。
QUEST_20170313_005779	下列方法選擇其中一種打開箱子吧。{nl}1. 用腳踢。{nl}2. 試著解開密碼。{nl}3. 使用強力炸彈。
QUEST_20170313_005780	請拼出箱子的密碼
QUEST_20170313_005781	貴金屬收集家
QUEST_20170313_005782	我正在收集大家手上的珍貴金屬。
QUEST_20170313_005783	就只是閃亮亮的東西我是不收的。{nl}請看好再來。
QUEST_20170313_005784	是在說我？
QUEST_20170313_005785	如你所見就只是個平凡的商人。{nl}硬要說與他人有什麼不同，就是收集一些比較特別的礦物而已。{nl}你若發現什麼貴重的東西能帶來給我嗎？
QUEST_20170313_005786	法杖碎片
QUEST_20170313_005787	很在意那掉在地上的碎片。
QUEST_20170313_005788	看起來只是木頭碎片。{nl}
QUEST_20170313_005789	之後再回來確認吧。
QUEST_20170313_005790	可疑的陷阱
QUEST_20170313_005791	可疑的陷阱半邊被埋住了。
QUEST_20170313_005792	隱藏的字句
QUEST_20170313_005793	向前用戒指觸發反應，文字就出現了。
QUEST_20170313_005794	看來旁人耳目還是太多了，今天要進行的交易有點困難。{nl}交易日程我之後決定了再通知你吧。
QUEST_20170313_005795	{nl}都市的行情每況愈下。{nl}越是這種時候，越應該謹慎一點。
QUEST_20170313_005796	嗯哼，看來是第一次來啊？
QUEST_20170313_005797	{nl}這裡被稱為傭兵委託所。{nl}這裡的職員能幫冒險家介紹各種委託。
QUEST_20170313_005798	{nl}你要先去跟那邊的傳達員打聲招呼再過來嗎？{nl}以後想得到委託，就得常常和傳達員照面的呢。
QUEST_20170313_005799	和傳達員都打過招呼了？
QUEST_20170313_005800	很高興認識你，我叫杜奈斯。{nl}若想有規律地執行委託，就來找我吧。
QUEST_20170313_005801	是生面孔呢。{nl}若是第一次來，先聽過羅託的說明就會比較容易了解了。
QUEST_20170313_005802	我叫做利安。{nl}這裡介紹的委託通常不會太簡單，所以..{nl}建議您較危險的委託能跟其他冒險家一起執行。
QUEST_20170313_005803	這地方好像是第一次..{nl}建議你先與旁邊的羅託對話。
QUEST_20170313_005804	初次見面，我叫蘭達。
QUEST_20170313_005805	{nl}我主要是經手較危險的委託。{nl}越危險講力當然就越多，有興趣的話就來找我吧。
QUEST_20170313_005806	若是第一次來委託所，請與委託所長對話。
QUEST_20170313_005807	公告欲進入前方那塔荷瞭望台的所有冒險家！{nl}經過王國軍的試探，確認這個地下城是個充滿魔族的魔族巢穴。
QUEST_20170313_005808	公告欲進入前方達代納伊收監所的所有冒險家！{nl}經過王國軍的試探，確認這個地下城是個充滿魔族的魔族巢穴。
QUEST_20170313_005809	公告欲進入前方內伊普特聖堂東館的所有冒險家！{nl}經過王國軍的試探，確認這個地下城是個充滿魔族的魔族巢穴。
QUEST_20170313_005810	空虛的荊棘林地下城(建議等級:170)，與你一起組隊的玩家才能一起入場。{nl}要入場了嗎？
QUEST_20170313_005811	藍色要塞地下城(建議等級:260)，與你一起組隊的玩家才能一起入場。{nl}要入場了嗎？
QUEST_20170313_005812	被邪惡的氣息覆蓋的，是嚴重毀損的貓頭鷹雕像。
QUEST_20170313_005813	是被邪惡氣息覆蓋，壞掉的雕像。
QUEST_20170313_005814	一出娜圖森林，血液馬上就凝結了。
QUEST_20170313_005815	魔石強化裝置
QUEST_20170313_005816	一接近裝置，磨石碎片就產生反應了。
QUEST_20170313_005817	有個不明裝置
QUEST_20170313_005818	似乎靠著不明的魔力恢復了
QUEST_20170313_005820	和餅乾一塊升級
QUEST_20170313_005821	 活動開始了。{nl}
QUEST_20170313_005822	升級獎勵箱
QUEST_20170313_005823	 已發送10個。
QUEST_20170313_005824	 不能再獲得。
QUEST_20170313_005825	恭禧你達到330 Level。
QUEST_20170313_005826	只有330 Level可以參加。
QUEST_20170313_005827	330 Level 獎勵只會發送1次。
QUEST_20170313_005828	 活動進行中。
QUEST_20170313_005829	恭禧你達到330 Level。{nl}
QUEST_20170313_005830	330 Level 獎勵
QUEST_20170313_005831	 請接受。
QUEST_20170327_005833	不是期間
QUEST_20170327_005834	已獲得的獎勵。
QUEST_20170327_005835	哈哈哈哈 .....{nl}氣吧 ~!!!
QUEST_20170327_005836	有發生什麼事嗎~?{nl}我不知道~
QUEST_20170327_005837	如果你攻擊我，我會記住你的。
QUEST_20170327_005838	淘氣少女
QUEST_20170327_005839	什麼?有什麼事嗎?
QUEST_20170327_005840	什麼道具?我沒看過~
QUEST_20170327_005841	哈哈哈... 騙你的~~{nl}道具在這裡... 生氣了??  看在我的份上消消氣吧~~
QUEST_20170327_005842	你要跟我玩嗎~??{nl}一點也不感謝~!!
QUEST_20170327_005843	明天也會來吧~? 打勾勾~!!
QUEST_20170330_005845	地區移動
QUEST_20170330_005846	寶物箱子支援商人
QUEST_20170330_005847	一天只能告知一個地區。
QUEST_20170330_005848	我們凱都拉商團為了幫助啟示者們，會告訴各位王國遺失的寶物的情報。{nl}準備好尋找遺失的寶物了嗎？
QUEST_20170330_005849	找到我告訴你的地方了嗎？{nl}那是可信的情報，相信我們凱都拉商團，去找寶物吧。
QUEST_20170330_005850	我能告訴你的就是這些了。{nl}不知有沒有幫助到你呢？
QUEST_20170330_005851	要領取活動獎勵嗎？{nl}獎勵道具將歸屬角色。
QUEST_20170330_005852	{nl}因此事發生的戰爭造成了嚴重損傷，最後造成露克立斯的死。{nl}我們要證明露克立斯除了對女神的信仰心之外，沒有其他意圖。
QUEST_20170330_005854	奎波爾伺服器支援兵
QUEST_20170330_005855	已發放奎波爾伺服器每日登入獎勵。
QUEST_20170330_005856	今天已經收到發放的獎勵了。
QUEST_20170418_005858	已完成每日任務。{nl}明天再來吧！
QUEST_20170418_005859	新手引導員
QUEST_20170418_005860	新玩家啊…歡迎你！
QUEST_20170418_005861	你不是新玩家。
QUEST_20170420_005862	要馬上去找大師 NPC 嗎？
QUEST_20170420_005863	在找委託所嗎？{nl}為了宣傳讓更多人知道，已經移到柯拉佩達去了。{nl}若想接受委託就去柯拉佩達看看吧。
QUEST_20170420_005864	委託所已經搬移到柯拉佩達了。{nl}為了接委託而來的各位請去柯拉佩達吧。{nl}要移動到內部嗎？
QUEST_20170420_005865	要前往邪靈祭司大師的家嗎？
QUEST_20170420_005866	要前往高地戰士大師的家嗎？
QUEST_20170420_005867	要前往烈焰術士大師的家嗎？
QUEST_20170420_005868	昭告所有想進入前方雷恩希特迷路的冒險家！{nl}經過王國軍的試探，確認這個地下城是個充滿魔族的魔族巢穴。
QUEST_20170420_005869	重置支援奎波爾
QUEST_20170420_005870	我們每天提供能力值、技能、名次重置道具。
QUEST_20170420_005871	今天已經給予過道具了。
QUEST_20170420_005872	干擾人類自由意志的事是連女神都忌憚的。{nl} 然而武僧大師 歐爾帕斯 克林計畫中的事不管對不對，都會讓許多人受苦，甚至可能會害死人。{nl} 我對這點感到難過。
QUEST_20170420_005873	武僧大師為了掌握王國首都的競技場暗中計畫的計謀，以及專家們任意訓練劍鬥士傭兵進而買賣的行為，皆是道德上難以容忍的事。{nl} 然而不幸的是，歐爾帕斯 克林相信為了更大的大義，這些事都能正當化。
QUEST_20170420_005874	武僧與女神不算有關聯，而是以自己的修練為後盾，侍奉女神。因此他與其他聖職者的信仰觀念不同。{nl} 即使如此，歐爾帕斯 克林違反與海賊大師締下的契約，未清償貸款，這種行為等於違背了商人們的信用，辜負他人的信任。{nl} 但是我倒覺得身為武僧大師的他，若是遵守了與海賊的約定，那倒才是對世上有害。
QUEST_20170420_005875	依照武僧們的信仰觀，聖職者不是做女神希望的事，而是去做女神真正需要的事。{nl} 隨著武僧大師 歐爾帕斯 克林肉體上的鍛鍊越透徹，這樣的信念跟著加深，變成了只要他認為那是為了女神，不論什麼事都做得出來的危險人物。{nl} 他和黑暗騎兵大師及雙酬傭兵大師訂了雙重合約，甚至又毫無顧忌地毀約，得知那件事的人沒有不驚訝的。
QUEST_20170420_005876	武僧大師說要假藉雇傭艾保尼風當職業殺手引誘他現身，向尼墨肯借了一筆鉅款。{nl} 結果不僅艾保尼風沒抓到，投入的錢也拿不回來了。{nl} 因此看來他是被武僧大師緊緊抓住弱點了。{nl} 武僧大師就算沒有馬上利用這弱點的打算，光債務關係是不會解除的。
QUEST_20170420_005877	海賊大師 哈伊萊伊本因神樹之日而登上陸地的同時，人性也漸漸變得寬大。{nl} 即使如此也不代表他以前犯下的種種過錯就能被原諒。
QUEST_20170420_005878	海賊大師 哈伊萊伊本襲擊最猛烈的一次，那艘船同為海賊所有。{nl} 雖然也有過從商船上打劫完財物就放他們走，但對身為競爭者的其他海賊，他事一點慈悲也沒有。{nl} 那樣的他沒殺死抓到的俘虜，而是錢也沒收就將他們交給武僧大師歐爾帕斯 克林。聽了這些你就可以猜到哈伊萊伊本該有多厭惡武僧大師了。
QUEST_20170420_005879	從另一角度來看，海賊大師 哈伊萊伊本也算是自己開拓自己命運的人。{nl} 他在女神的命運之盤上殺死的大海賊普拉迪斯洛巴斯和哈伊萊伊本的重量並無差異。{nl} 破壞他命運平衡是他自己的意志。{nl} 要不然就是他太狡猾…
QUEST_20170420_005880	海之女神尤拉泰若是對人類傾注多一點關心，不管王國有沒有海軍，大海也會很平和的。{nl} 但當尤拉泰女神真的重新開始與人類接觸時，海賊大師 哈伊萊伊本已經失了船而登上陸地了。{nl} 這一切都是神樹之日帶來的變化。
QUEST_20170420_005881	即使王國海軍因神樹之日受到嚴重打擊的現在，海賊大師仍沒有趕忙準備回到海上，原因是世事艱難，航海的船舶也減少的關係。{nl} 這話雖然有點矛盾，但若他重新回到海上的那天到來，那也可以看作是王國回歸日常的一種證據。
QUEST_20170420_005882	神樹之日以前，雙酬傭兵大師 克艾拉的傭兵部下們曾經搭船出海，卻遇上海賊大師 哈伊萊伊本的海賊船而被殲滅。{nl} 那之後克艾拉就非常厭惡哈伊萊伊本。{nl} 雖然兩人都不是會拒絕一對一對決的人，但相反的兩人都傾向於不會去做沒有錢途的事，所以兩人間的決鬥會不會發生沒人能知道。{nl} 包括那對決的勝敗也是。
QUEST_20170420_005883	武僧大師 歐爾帕斯 克林單方面違反契約，霸占那些錢後，雙酬傭兵大師就一直在找哪天能合法公開教訓武僧大師的方法。{nl} 若單單只是殺了他，恐怕還不能滿足。
QUEST_20170420_005884	雖然站在帶領競爭的傭兵團的立場，雙酬傭兵大師從以前與黑暗騎兵大師的關係就不是很好。{nl} 但是自從跟武僧大師發生契約糾紛後，他們之間的積怨就更深了。
QUEST_20170420_005885	與沃希斯 克里克黑暗騎兵大師不同，雙酬傭兵大師 克艾拉更重視傭兵團的名聲、威勢，還有金錢利益。{nl} 他甚至認為武藝、戰略、戰術等等都只是為了極大化上述三者而存在的。
