QUEST_LV_0400_00000000_000000	UTF-8-DOM問題迴避用
QUEST_LV_0400_20180827_003524	你擊倒依克拉斯了！{nl}這樣反抗軍終於能奪回星之塔了。{nl}
QUEST_LV_0400_20180827_003525	對了，你找到啟示了嗎？雖星之塔是星之塔，但啟示者要尋找的啟示也很重要啊，{nl}請快點去尋找啟示吧。
QUEST_LV_0400_20180827_003526	長久以來，在看到因依克拉斯而變狂躁的星之塔，我就多次告訴自己一定要讓星之塔恢復原貌。{nl}
QUEST_LV_0400_20180827_003527	然而在遇見啟示者同時集結其他人的力量，我們終於奪回了星之塔，我真的感到非常地高興。{nl}
QUEST_LV_0400_20180827_003528	對於協助我們抗戰的啟示者，我要再次對你表達感謝，{nl}如沒有啟示者，我們是無法辦到的。{nl}
QUEST_LV_0400_20180827_003529	我將與其他團員們還有夏班史達一同修復星之塔，{nl}啟示者應該會為了尋找新的啟示而展開另一段旅程吧？{nl}
QUEST_LV_0400_20180827_003530	如需要我們的幫忙，請隨時來找我。{nl}我與反抗軍團員們會在啟示者需要的時候提供給你力量的，真的非常感謝你。
QUEST_LV_0400_20180827_003531	辛苦你了，阿達育斯正在找你。{nl}他就在旁邊，請去與他對話吧。
QUEST_LV_0400_20180827_003532	就這樣我們的抗戰結束了，{nl}守護利迪亞夏班所建立的星之塔的夏班史達終於脫離了那骯髒邪惡的魔掌了。{nl}
QUEST_LV_0400_20180827_003533	現在我要做的就是與夏班史達修復這星之塔，{nl}從現在開始，努力找回過去驕傲自豪的夏班史達的模樣就成了我該做的事。
QUEST_LV_0400_20180827_003534	你找來控制桿了啊，那請前往2次控制室吧，{nl}我也會帶領團員們前往2次控制室的。
QUEST_LV_0400_20180827_003535	散發出邪惡氣息的透明牆擋住了去路，因此無法通過。
QUEST_LV_0400_20180827_003536	依克拉斯在魔族開始變多時，仍採取旁觀的態度。{nl}在這種情況之下，身為團長的人既然沒有做出正確的指揮，這樣像話嗎？{nl}
QUEST_LV_0400_20180827_003537	星之塔團長竟對魔族如此疏忽而沒有堅守住星之塔，{nl}所以我們才會到塔外來組成反抗軍的。{nl}
QUEST_LV_0400_20180827_003538	這樣啊..{nl}我還以為那個手下是不是死了呢..{nl}屍體要拜託其他人收拾才行。
QUEST_LV_0400_20180827_003539	對了.. 在紙條上寫了魔族根本就毫無限制地進出星之塔。{nl}還寫有看似依克拉斯與魔族勾結的內容。{nl}
QUEST_LV_0400_20180827_003540	你有看到在水域周遭有魔族徘徊嗎？{nl}抗軍因那些魔族受到了不少的傷害。{nl}
QUEST_LV_0400_20180827_003541	不僅如此，消滅魔族的人手也不夠..我也不敢一個人站出來對抗。{nl}雖然這是個困難的請求，但能請你去消滅周遭的魔族嗎？
QUEST_LV_0400_20180827_003542	魔族會越來越多，那是因為水盤沒有正常運作的關係..{nl}得盡快讓水盤正常啟動才行..
QUEST_LV_0400_20180827_003543	周遭的魔族已明顯變少了！{nl}看來你的實力相當不錯。
QUEST_LV_0400_20180827_003544	含星湖水附近曾經設了水盤設施。{nl}是星之塔為了防禦魔族入侵所設的。{nl}
QUEST_LV_0400_20180827_003545	認為此事很嚴重的團員們，告訴依克拉斯說必須將魔族擊退，並復原水盤設施...{nl}但依克拉斯還是只說此事沒什麼大不了。{nl}
QUEST_LV_0400_20180827_003546	出了塔之後，我們很快地確認了水域中水盤設施的情況...{nl}但大部分已經被破壞殆盡了。{nl}
QUEST_LV_0400_20180827_003547	幸好這裡和86水域的水盤設施還能守住...{nl}但目前無法重啟水盤，所以無法完全將魔族擊退。
QUEST_LV_0400_20180827_003548	長老拉穆羅斯
QUEST_LV_0400_20180827_003549	你是克倫說的啟示者就是你嗎？{nl}
QUEST_LV_0400_20180827_003550	這個文件是水盤設施的相關文件啊。{nl}我想這裡的水盤設施不久後就能啟動了。{nl}
QUEST_LV_0400_20180827_003551	現在抵抗軍因為水盜的關係處於劣勢。{nl}再加上依克拉斯的人也擁有不容小覷的實力，光靠我們的力量是很難奈他們何的。{nl}
QUEST_LV_0400_20180827_003552	我已經先確認過擾亂行動所需的部份了...{nl}依克拉斯勢力後方區域有許多人其實是偏向中立的。{nl}
QUEST_LV_0400_20180827_003553	我的長相大家都認識...我會幫你裝扮成夏班史達團員的外貌。{nl}只要不引起騷動，是不會有人發現你的真面目的。{nl}
QUEST_LV_0400_20180827_003554	管理文件上寫著使用引起魔法反應的媒介..{nl}應該就是不一定要使用魔法石也可以吧!{nl}
QUEST_LV_0400_20180827_003555	由於周圍的魔族和怪物太多，所以抵抗軍們的行動很不容易。{nl}可以幫忙消滅他們嗎?
QUEST_LV_0400_20180827_003556	周圍看見的魔族和怪物都消滅了嗎?
QUEST_LV_0400_20180827_003557	魔族和怪物的數量明顯的變少了。{nl}謝謝
QUEST_LV_0400_20180827_003558	阿!我的介紹晚了，我是遊俠大師的弟子莫爾比歐。{nl}因為大師的吩咐，為了幫助抵抗軍們而來到了這裡。{nl}
QUEST_LV_0400_20180827_003559	在星之塔時，我有看過一次那個精髓。{nl}那時候所感受到的邪惡氣息，我到現在都還是無法忘記。{nl}
QUEST_LV_0400_20180827_003560	可是這水域散發的邪惡氣息和那個精髓所流出的氣息是具有同樣的氣息!{nl}看來..應該是依克拉斯將保管在塔內的集布理納斯的精髓交給了弗貝塔。{nl}
QUEST_LV_0400_20180827_003561	在過去利迪亞夏班曾用名叫造箭者之箭的強大弓箭消滅了魔王集布理納斯。{nl}造箭者大師也許會知道如何消滅擁有集布理納斯精髓的魔族。{nl}
QUEST_LV_0400_20180827_003562	{nl}因此現在的造箭者大師知道處置擁有布理納斯精髓的魔族的方案。{nl}可以的話，你可以幫我去找造箭者大師，然後確認是否有那個方法嗎?
QUEST_LV_0400_20180827_003563	阿，還有造箭者大師說好要派弟子過來，但現在還沒到。{nl}不知是否發生了什麼事情..順便跟造箭者大師確認一下是否有派送弟子。{nl}{nl}
QUEST_LV_0400_20180827_003564	集布理納斯的精髓？{nl}我竟然又在這裡聽到那個名字。
QUEST_LV_0400_20180827_003565	相傳很久之前利迪亞夏班消滅了魔王集布理納斯。當時消滅魔王集布理納斯是使用我的祖先所製造的名叫造箭者之箭的強大弓箭。{nl}
QUEST_LV_0400_20180827_003566	雖然還沒有找到造箭者之箭..但我對造箭者之箭做了一些研究。{nl}雖然比不上那個力量，但成功地創造了不輸於那個力量的弓箭製作方法。{nl}
QUEST_LV_0400_20180827_003567	如是那弓箭，一定能承受起巴林威爾水域的布理納斯的精髓，{nl}正好我已送我的弟子前去那邊了，如你轉交給我的弟子，就能製作弓箭了。
QUEST_LV_0400_20180827_003568	在幾天前，弟子已經出發了。{nl}你應該是和弟子在路上互相錯過了，現在去的話他應該已經到了。{nl}
QUEST_LV_0400_20180827_003569	你說這是大師給我的嗎?
QUEST_LV_0400_20180827_003570	大師好像創造了很厲害的製造法。{nl}聽說在這水域有個名叫弗貝塔的高階魔族。{nl}
QUEST_LV_0400_20180827_003571	正好在前往 86水域的路上能看到許多天然的黑曜石。{nl}那些黑曜石好像擁有一點魔力..{nl}
QUEST_LV_0400_20180827_003572	我還要準備融化黑曜石的工作。{nl}那就拜託你了。{nl}
QUEST_LV_0400_20180827_003573	現在要來製作箭尾羽毛。{nl}正好在這週遭有很多賀敏公爵..{nl}
QUEST_LV_0400_20180827_003574	賀敏公爵的羽毛非常有韌性且柔軟，拿來當作箭尾羽毛使用一定很棒。{nl}啟示者請你去拿些賀敏公爵的羽毛過來。
QUEST_LV_0400_20180827_003575	你找來很多啊。{nl}除了幾根比較不好的，其他的狀態都很棒，這樣應該就足夠拿來當作箭尾羽毛使用了。{nl}
QUEST_LV_0400_20180827_003576	那在我製作弓箭的時候，請你稍等一下。{nl}可能要花點時間，啊!那邊有人你啟示者。
QUEST_LV_0400_20180827_003577	啊，弗雷塔好像把弓箭都做好了。{nl}只要和莫爾比歐、弗雷塔一同展開行動應該就可以了。
QUEST_LV_0400_20180827_003578	去設置陷阱的地方，最好找找看他的痕跡。
QUEST_LV_0400_20180827_003579	你說布理納斯精髓的氣息是在巴林威爾水域發現的？{nl}所以在處置魔王集布理納斯時，我們需要用過的造箭者之箭的情報啊。{nl}
QUEST_LV_0400_20180827_003580	多虧有你，找回的造箭者之箭就由我保管吧，{nl}另外，對日後有關造箭者之箭的研究也會有很大的進展的。{nl}
QUEST_LV_0400_20180827_003581	最後就算造箭者之箭的強大力量不可及..{nl}最近也成功地製作出了不差於它的強力的箭矢。{nl}
QUEST_LV_0400_20180827_003582	我現在沒有製作好的弓箭，正好我的弟子前去巴林威爾水域了，{nl}我會給你製作方法和主要的材料，只要你轉交給我的弟子，就能夠製作弓箭使用了。
QUEST_LV_0400_20180827_003583	我知道外面有很多人在幫助抵抗軍。{nl}聽說大師以前和拉穆羅斯長老也有一些淵源。{nl}
QUEST_LV_0400_20180827_003584	後來利迪亞夏班命人將裝有集布理納斯力量的精髓放在塔中保管。{nl}因為那是具有強悍力量的精髓，萬一落到其他魔族手中，後果不堪設想。{nl}
QUEST_LV_0400_20180827_003585	雖然離開塔之後組織了抵抗勢力..但人數實在是太少了。{nl}如果可以將塔內剩下的中立團員拉到我們這邊就好了。
QUEST_LV_0400_20180827_003586	造箭者大師給的這個弓箭製作方法..真的是越看越厲害。{nl}我應該可以做出給予弗貝塔致命一擊的強力弓箭了。
QUEST_LV_0400_20180827_003587	請與勒溫一同尋找利迪亞夏班留下的安排進行復原吧，{nl}在倫巴斯上坡路應該能找到線索的。
QUEST_LV_0400_20180827_003588	利迪亞夏班消滅魔王集布理納斯的故事是非常有名的，{nl}消滅集布理納斯的森林也因此被稱之為集布理納斯森林。
QUEST_LV_0400_20180827_003589	因突襲的關係，所剩的補給物資完全不夠，{nl}如想等外部支援提供的物資到達，還需等很長一段時間，真是糟糕啊。
QUEST_LV_0400_20180827_003590	在前往大教堂的朝聖旅程中，我下了一個決心。{nl}那就是要成為一位正義的夏班史達團員。
QUEST_LV_0400_20180827_003591	從前在前往大教堂的朝聖路上，我曾在山坡上因地滑而重重地受過傷，{nl}這一點傷根本不算什麼。
QUEST_LV_0400_20180827_003592	曾與我一同朝聖的同伴們，現在正彼此並肩面對著弓箭，{nl}這讓我感到很心痛。
QUEST_LV_0400_20180827_003593	弱小的逃亡者(1)
QUEST_LV_0400_20180827_003594	弱小的逃亡者(2)
QUEST_LV_0400_20180827_003595	前去尋找聖物
QUEST_LV_0400_20180827_003596	弱小的逃亡者(3)
QUEST_LV_0400_20180827_003597	弱小的逃亡者(4)
QUEST_LV_0400_20180827_003598	弱小的逃亡者(5)
QUEST_LV_0400_20180827_003599	弱小的逃亡者(6)
QUEST_LV_0400_20180827_003600	弱小的逃亡者(7)
QUEST_LV_0400_20180827_003601	不回答
QUEST_LV_0400_20180827_003602	生存的必須要素
QUEST_LV_0400_20180827_003603	回想記憶
QUEST_LV_0400_20180827_003604	說可以找回來
QUEST_LV_0400_20180827_003605	最壞情況(1)
QUEST_LV_0400_20180827_003606	最壞情況(2)
QUEST_LV_0400_20180827_003607	前往首都管理局後院
QUEST_LV_0400_20180827_003608	最壞情況(3)
QUEST_LV_0400_20180827_003609	最壞情況(4)
QUEST_LV_0400_20180827_003610	最壞情況(5)
QUEST_LV_0400_20180827_003611	最壞情況(6)
QUEST_LV_0400_20180827_003612	說你做了
QUEST_LV_0400_20180827_003613	說不會妨礙
QUEST_LV_0400_20180827_003614	最壞情況(7)
QUEST_LV_0400_20180827_003615	去看看
QUEST_LV_0400_20180827_003616	最壞情況(8)
QUEST_LV_0400_20180827_003617	說好好休息
QUEST_LV_0400_20180827_003618	逃亡者的夢(1)
QUEST_LV_0400_20180827_003619	逃亡者的夢(2)
QUEST_LV_0400_20180827_003620	說會盡全力
QUEST_LV_0400_20180827_003621	逃亡者的夢(3)
QUEST_LV_0400_20180827_003622	逃亡者的夢(4)
QUEST_LV_0400_20180827_003623	逃亡者的夢(5)
QUEST_LV_0400_20180827_003624	就這樣放任不管
QUEST_LV_0400_20180827_003625	解開還原的陷阱
QUEST_LV_0400_20180827_003626	逃亡者的夢(6)
QUEST_LV_0400_20180827_003627	逃亡者的夢(7)
QUEST_LV_0400_20180827_003628	逃亡者的夢(8)
QUEST_LV_0400_20180827_003629	逃亡者的夢(9)
QUEST_LV_0400_20180827_003630	說好好休息
QUEST_LV_0400_20180827_003631	說好嚴酷
QUEST_LV_0400_20180827_003632	建構陣地
QUEST_LV_0400_20180827_003633	要求也給自己一點準備的時間
QUEST_LV_0400_20180827_003634	傳點調查(1)
QUEST_LV_0400_20180827_003635	說去找其他反抗軍團員做。
QUEST_LV_0400_20180827_003636	傳點調查(2)
QUEST_LV_0400_20180827_003637	要求一些整備的時間。
QUEST_LV_0400_20180827_003638	傳點調查(3)
QUEST_LV_0400_20180827_003639	說需要準備。
QUEST_LV_0400_20180827_003640	解除防禦裝置(1)
QUEST_LV_0400_20180827_003641	稍等一下吧。
QUEST_LV_0400_20180827_003642	解除防禦裝置(2)
QUEST_LV_0400_20180827_003643	解除防禦裝置(3)
QUEST_LV_0400_20180827_003644	說需要休息。
QUEST_LV_0400_20180827_003645	設置炸彈中
QUEST_LV_0400_20180827_003646	解除防禦裝置(4)
QUEST_LV_0400_20180827_003647	上去看看吧。
QUEST_LV_0400_20180827_003648	說還不是上去的時候。
QUEST_LV_0400_20180827_003649	用攻擊確保
QUEST_LV_0400_20180827_003650	說需要先整備。
QUEST_LV_0400_20180827_003651	整理了前往1次控制室路上的怪物了！{nl}請前往1次控制室，查看控制室內部。
QUEST_LV_0400_20180827_003652	偵查1次控制室
QUEST_LV_0400_20180827_003653	奪回1次控制室
QUEST_LV_0400_20180827_003654	說還沒有準備好。
QUEST_LV_0400_20180827_003655	轉動控制桿使其停止中
QUEST_LV_0400_20180827_003656	防禦裝置拉桿確保(1)
QUEST_LV_0400_20180827_003657	防禦裝置拉桿確保(2)
QUEST_LV_0400_20180827_003658	說還很勉強。
QUEST_LV_0400_20180827_003659	奪回2次控制室
QUEST_LV_0400_20180827_003660	連接控制桿使其停止中
QUEST_LV_0400_20180827_003661	4層的所有防禦裝置都停止了！{nl}請與後面的反抗軍總司令官巴伊爾對話。
QUEST_LV_0400_20180827_003662	前往第12層(1)
QUEST_LV_0400_20180827_003663	說自己也需要準備。
QUEST_LV_0400_20180827_003664	消滅了阻擋在道路上的怪物！{nl}現在請往巴伊爾所說的會合地點前進。
QUEST_LV_0400_20180827_003665	前往第12層(2)
QUEST_LV_0400_20180827_003666	前往第12層(3)
QUEST_LV_0400_20180827_003667	說請告訴我。
QUEST_LV_0400_20180827_003668	中毒的團員們
QUEST_LV_0400_20180827_003669	說有事要做，有點難。
QUEST_LV_0400_20180827_003670	可疑的交易(1)
QUEST_LV_0400_20180827_003671	可疑的交易(2)
QUEST_LV_0400_20180827_003672	說很可疑，做不到。
QUEST_LV_0400_20180827_003673	可疑的交易(3)
QUEST_LV_0400_20180827_003674	說需要一點時間整備
QUEST_LV_0400_20180827_003675	可疑的交易(4)
QUEST_LV_0400_20180827_003676	說請給我一點時間
QUEST_LV_0400_20180827_003677	搜索剩餘的場所
QUEST_LV_0400_20180827_003678	越過牆
QUEST_LV_0400_20180827_003679	進入透明牆
QUEST_LV_0400_20180827_003680	首先先整備一下
QUEST_LV_0400_20180827_003681	第2次解除防禦裝置
QUEST_LV_0400_20180827_003682	連接控制桿運轉中
QUEST_LV_0400_20180827_003683	防禦裝置運作停止，陷阱不再運作了。{nl}現在請去聽長老阿達育斯說吧。
QUEST_LV_0400_20180827_003684	前往20層
QUEST_LV_0400_20180827_003685	說不需要幫忙
QUEST_LV_0400_20180827_003686	開始建築(1)
QUEST_LV_0400_20180827_003687	很辛苦，休息一下吧。
QUEST_LV_0400_20180827_003688	開始建築(2)
QUEST_LV_0400_20180827_003689	說請派其他的反抗軍們
QUEST_LV_0400_20180827_003690	請從3號室保護裝置周遭的怪物身上找來'可疑的卷軸'！
QUEST_LV_0400_20180827_003691	開始建築(3)
QUEST_LV_0400_20180827_003692	解除保護裝置中
QUEST_LV_0400_20180827_003693	開始建築(4)
QUEST_LV_0400_20180827_003694	查看結界中
QUEST_LV_0400_20180827_003695	保護裝置全部解除了！{nl}請回去向巴伊爾報告。
QUEST_LV_0400_20180827_003696	開始建築(5)
QUEST_LV_0400_20180827_003697	防禦裝置停止了！{nl}回去找巴伊爾，說說有關下一步該怎麼做。
QUEST_LV_0400_20180827_003698	開始建築(6)
QUEST_LV_0400_20180827_003699	開始建築(7)
QUEST_LV_0400_20180827_003700	說叫其他團員去做
QUEST_LV_0400_20180827_003701	找到第一把管理者鑰匙了！{nl}請利用鑰匙在其他地方找出第二把鑰匙。
QUEST_LV_0400_20180827_003702	開始建築(8)
QUEST_LV_0400_20180827_003703	最後一位長老
QUEST_LV_0400_20180827_003704	朝向依克拉斯
QUEST_LV_0400_20180827_003705	扺抗的完結(1)
QUEST_LV_0400_20180827_003706	說要與團員們會合進行整理
QUEST_LV_0400_20180827_003707	扺抗的完結(2)
QUEST_LV_0400_20180827_003708	說沒必要那樣
QUEST_LV_0400_20180827_003709	扺抗的完結(3)
QUEST_LV_0400_20180827_003710	說需要休息的時間
QUEST_LV_0400_20180827_003711	扺抗的完結(4)
QUEST_LV_0400_20180827_003712	說需要整備
QUEST_LV_0400_20180827_003713	打通了前往展望台的路了！{nl}請往第1展望台移動，消滅依克拉斯！
QUEST_LV_0400_20180827_003714	扺抗的完結(5)
QUEST_LV_0400_20180827_003715	扺抗的完結(6)
QUEST_LV_0400_20180827_003716	扺抗的完結(7)
QUEST_LV_0400_20180827_003717	準備階段(1)
QUEST_LV_0400_20180827_003718	指名啟示者。
QUEST_LV_0400_20180827_003719	說只是路過的人。
QUEST_LV_0400_20180827_003720	準備階段(2)
QUEST_LV_0400_20180827_003721	說會很難。
QUEST_LV_0400_20180827_003722	關於反抗軍
QUEST_LV_0400_20180827_003723	整理湖邊
QUEST_LV_0400_20180827_003724	說我會移除。
QUEST_LV_0400_20180827_003725	拒絕。
QUEST_LV_0400_20180827_003726	妨礙的東西
QUEST_LV_0400_20180827_003727	說不用擔心。
QUEST_LV_0400_20180827_003728	說我一個人會怕。
QUEST_LV_0400_20180827_003729	確認汙染度
QUEST_LV_0400_20180827_003730	說我會去抓回來。
QUEST_LV_0400_20180827_003731	偵察兵的下落
QUEST_LV_0400_20180827_003732	說不用擔心。
QUEST_LV_0400_20180827_003733	說我沒有尋找的方法。
QUEST_LV_0400_20180827_003734	湖水的秘密(1)
QUEST_LV_0400_20180827_003735	說我會去確認。
QUEST_LV_0400_20180827_003736	說沒有。
QUEST_LV_0400_20180827_003737	關於水盤設施
QUEST_LV_0400_20180827_003738	湖水的秘密(2)
QUEST_LV_0400_20180827_003739	說很負擔。
QUEST_LV_0400_20180827_003740	湖水的秘密(3)
QUEST_LV_0400_20180827_003741	說太困難了。
QUEST_LV_0400_20180827_003742	湖水的秘密(4)
QUEST_LV_0400_20180827_003743	說一起確認吧！。
QUEST_LV_0400_20180827_003744	說不要。
QUEST_LV_0400_20180827_003745	具有邪惡氣息的怪物(1)
QUEST_LV_0400_20180827_003746	說讓水盤設施正常化了。
QUEST_LV_0400_20180827_003747	說無話可說。
QUEST_LV_0400_20180827_003748	具有邪惡氣息的怪物(3)
QUEST_LV_0400_20180827_003749	說我會馬上行動。
QUEST_LV_0400_20180827_003750	說很害怕。
QUEST_LV_0400_20180827_003751	克倫的信賴
QUEST_LV_0400_20180827_003752	快點展開行動吧。
QUEST_LV_0400_20180827_003753	說我要休息一下。
QUEST_LV_0400_20180827_003754	致命的草(1)
QUEST_LV_0400_20180827_003755	致命的草(2)
QUEST_LV_0400_20180827_003756	說沒有效果。
QUEST_LV_0400_20180827_003757	具有邪惡氣息的怪物(2)
QUEST_LV_0400_20180827_003758	說我會裝回來。
QUEST_LV_0400_20180827_003759	說太遠了。
QUEST_LV_0400_20180827_003760	後方搗亂(1)
QUEST_LV_0400_20180827_003761	提及克倫的名字，說明情況。
QUEST_LV_0400_20180827_003762	說我會回來。
QUEST_LV_0400_20180827_003763	後方搗亂(2)
QUEST_LV_0400_20180827_003764	後方搗亂(3)
QUEST_LV_0400_20180827_003765	說好像不行。
QUEST_LV_0400_20180827_003766	偽裝成夏班史達團員！{nl}請依照請求，勸誘敵人後方地區中立的團員！
QUEST_LV_0400_20180827_003767	後方搗亂(4)
QUEST_LV_0400_20180827_003768	說很害怕。
QUEST_LV_0400_20180827_003769	偽裝成敵軍！{nl}請依照請求在敵人的補給物資上偷偷灑毒！
QUEST_LV_0400_20180827_003770	敵人的急襲(1)
QUEST_LV_0400_20180827_003771	說我會去。
QUEST_LV_0400_20180827_003772	說沒什麼事。
QUEST_LV_0400_20180827_003773	敵人的急襲(2)
QUEST_LV_0400_20180827_003774	敵人的急襲(3)
QUEST_LV_0400_20180827_003775	說快點去。
QUEST_LV_0400_20180827_003776	說我不關心。
QUEST_LV_0400_20180827_003777	隱藏的魔法陣
QUEST_LV_0400_20180827_003778	說不可能。
QUEST_LV_0400_20180827_003779	利迪亞夏班的安排(1)
QUEST_LV_0400_20180827_003780	說我會復原。
QUEST_LV_0400_20180827_003781	說不是我該做的事。
QUEST_LV_0400_20180827_003782	利迪亞夏班的安排(2)
QUEST_LV_0400_20180827_003783	移動吧。
QUEST_LV_0400_20180827_003784	利迪亞夏班的安排(3)
QUEST_LV_0400_20180827_003785	說還沒有準備好。
QUEST_LV_0400_20180827_003786	利迪亞夏班的安排(4)
QUEST_LV_0400_20180827_003787	說去看看吧。
QUEST_LV_0400_20180827_003788	說休息一下再去。
QUEST_LV_0400_20180827_003789	利迪亞夏班的安排(5)
QUEST_LV_0400_20180827_003790	說知道了。
QUEST_LV_0400_20180827_003791	利迪亞夏班的安排(6)
QUEST_LV_0400_20180827_003792	利迪亞夏班的安排(7)
QUEST_LV_0400_20180827_003793	說不能留下他一個人前往。
QUEST_LV_0400_20180827_003794	利迪亞夏班的安排(8)
QUEST_LV_0400_20180827_003795	說我會去埋設。
QUEST_LV_0400_20180827_003796	說不知道路。
QUEST_LV_0400_20180827_003797	利迪亞夏班的安排(9)
QUEST_LV_0400_20180827_003798	說會一起去。
QUEST_LV_0400_20180827_003799	說沒有這樣的勇氣。
QUEST_LV_0400_20180827_003800	利迪亞夏班的安排(10)
QUEST_LV_0400_20180827_003801	水盤設施重新啟動(1)
QUEST_LV_0400_20180827_003802	說好像沒用。
QUEST_LV_0400_20180827_003803	水盤設施重新啟動(2)
QUEST_LV_0400_20180827_003804	說看起來好像很難。
QUEST_LV_0400_20180827_003805	水盤設施重新啟動(3)
QUEST_LV_0400_20180827_003806	勸誘敵軍
QUEST_LV_0400_20180827_003807	說我會試著勸誘。
QUEST_LV_0400_20180827_003808	說好像沒有用。
QUEST_LV_0400_20180827_003809	整理周圍
QUEST_LV_0400_20180827_003810	說我會去消滅。
QUEST_LV_0400_20180827_003811	說太多了。
QUEST_LV_0400_20180827_003812	為了確實的勝利(1)
QUEST_LV_0400_20180827_003813	說我會去告知。
QUEST_LV_0400_20180827_003814	為了確實的勝利(2)
QUEST_LV_0400_20180827_003815	關於協助反抗軍的人們
QUEST_LV_0400_20180827_003816	強力的箭矢(1)
QUEST_LV_0400_20180827_003817	說我會去辦。
QUEST_LV_0400_20180827_003818	說太遠了有點難。
QUEST_LV_0400_20180827_003819	關於集布理納斯精髓
QUEST_LV_0400_20180827_003820	強力的箭矢(2)
QUEST_LV_0400_20180827_003821	詢問弟子在哪裡。
QUEST_LV_0400_20180827_003822	說現在很累。
QUEST_LV_0400_20180827_003823	強力的箭矢(3)
QUEST_LV_0400_20180827_003824	說我會去收集回來。
QUEST_LV_0400_20180827_003825	說我法有看過。
QUEST_LV_0400_20180827_003826	強力的箭矢(4)
QUEST_LV_0400_20180827_003827	小心再小心(1)
QUEST_LV_0400_20180827_003828	說我會去找。
QUEST_LV_0400_20180827_003829	說沒有必要。
QUEST_LV_0400_20180827_003830	小心再小心(2)
QUEST_LV_0400_20180827_003831	說再給我一點時間。
QUEST_LV_0400_20180827_003832	請先與遊俠莫爾比歐和造箭者弗雷塔對話！
QUEST_LV_0400_20180827_003833	選擇的結果(1)
QUEST_LV_0400_20180827_003834	選擇的結果(2)
QUEST_LV_0400_20180827_003835	說先射箭。
QUEST_LV_0400_20180827_003836	說請再給一點思考的時間。
QUEST_LV_0400_20180827_003837	選擇的結果(3)
QUEST_LV_0400_20180827_003838	說快點追蹤。
QUEST_LV_0400_20180827_003839	說沒有這樣的時間。
QUEST_LV_0400_20180827_003840	選擇的結果(4)
QUEST_LV_0400_20180827_003841	說交給我。
QUEST_LV_0400_20180827_003842	說害怕。
QUEST_LV_0400_20180827_003843	選擇的結果(5)
QUEST_LV_0400_20180827_003844	挨餓讓人感到不安
QUEST_LV_0400_20180827_003845	說親自找來。
QUEST_LV_0400_20180827_003846	製作食用水
QUEST_LV_0400_20180827_003847	說我會馬上回來。
QUEST_LV_0400_20180827_003848	奇怪的雕塑(1)
QUEST_LV_0400_20180827_003849	說要幫忙做事
QUEST_LV_0400_20180827_003850	不再費心，離開。
QUEST_LV_0400_20180827_003851	奇怪的雕塑(2)
QUEST_LV_0400_20180827_003852	去控制魔力
QUEST_LV_0400_20180827_003853	鄭重的拒絕
QUEST_LV_0400_20180827_003854	魔法商店街的雕塑
QUEST_LV_0400_20180827_003855	史達里小廣場的雕塑(2)
QUEST_LV_0400_20180827_003856	瑪之亞空地的雕塑
QUEST_LV_0400_20180827_003857	思洛烏普三岔路的雕塑(2)
QUEST_LV_0400_20180827_003858	雷普雷吉豪斯街的雕塑
QUEST_LV_0400_20180827_003859	因不知道會不會有怪物出現，說要替他去做。
QUEST_LV_0400_20180827_003860	說之後再做。
QUEST_LV_0400_20180827_003861	過去的殘骸
QUEST_LV_0400_20180827_003862	說我會代替你去調查。
QUEST_LV_0400_20180827_003863	銀河階梯
QUEST_LV_0400_20180827_003864	說代替他收集
QUEST_LV_0400_20180827_003865	說打消念頭
QUEST_LV_0400_20180827_003866	說幫忙消滅怪物
QUEST_LV_0400_20180827_003867	史達里小廣場的雕塑(1)
QUEST_LV_0400_20180827_003868	使用魔力控制卷軸中
QUEST_LV_0400_20180827_003869	思洛烏普三岔路的雕塑(1)
QUEST_LV_0400_20180827_003870	貝拉因小鎮事件(1)
QUEST_LV_0400_20180827_003871	說一起找
QUEST_LV_0400_20180827_003872	說希望能好好解決
QUEST_LV_0400_20180827_003873	貝拉因小鎮事件(2)
QUEST_LV_0400_20180827_003874	去找入住紀錄書
QUEST_LV_0400_20180827_003875	說如找到入住紀錄書請告訴我
QUEST_LV_0400_20180827_003876	確認是否為遺失的紀錄書
QUEST_LV_0400_20180827_003877	為進行調查，索求入住紀錄書。
QUEST_LV_0400_20180827_003878	貝拉因小鎮事件(3)
QUEST_LV_0400_20180827_003879	轉交入住紀錄書內容
QUEST_LV_0400_20180827_003880	貝拉因小鎮事件(4)
QUEST_LV_0400_20180827_003881	去找警備兵
QUEST_LV_0400_20180827_003882	貝拉因小鎮事件(5)
QUEST_LV_0400_20180827_003883	貝拉因小鎮事件(6)
QUEST_LV_0400_20180827_003884	告知衣服上找到的特異點
QUEST_LV_0400_20180827_003885	貝拉因小鎮事件(7)
QUEST_LV_0400_20180827_003886	去找英雷迪粉末
QUEST_LV_0400_20180827_003887	說交給其他人吧
QUEST_LV_0400_20180827_003888	縮小的搜索範圍(1)
QUEST_LV_0400_20180827_003889	說我會跟去。
QUEST_LV_0400_20180827_003890	無聲離開
QUEST_LV_0400_20180827_003891	縮小的搜索範圍(2)
QUEST_LV_0400_20180827_003892	追查
QUEST_LV_0400_20180827_003893	縮小的搜索範圍(3)
QUEST_LV_0400_20180827_003894	去確認
QUEST_LV_0400_20180827_003895	縮小的搜索範圍(4)
