ITEM_20150317_000001	Empty_helmet
ITEM_20161005_011321	榮耀之心
ITEM_20161005_011322	泰芙林弓
ITEM_20161005_011323	很久以前，連女神與魔族都無法使用的武器被製作出來，並取名泰芙林。所有好弓的傳說幾乎都與利迪亞夏班有關，但凡事都有意外。
ITEM_20161005_011324	阿弗卡屋雷弓
ITEM_20161005_011325	索爾米奇弓
ITEM_20161005_011326	同種裝備中消耗最多維持費用，當然也懷疑它的實用性，但效果一定是拔尖的。
ITEM_20161005_011327	阿斯特拉弓
ITEM_20161005_011328	泰芙林十字弓
ITEM_20161005_011329	很久以前，連女神語魔族都無法使用的武器被製作出來，並取名泰芙林。到底為何硬要打造沒有人能使用的武器到現在還不得而知，但是隨著製作技術發展，聽說有人正暗中製作新的泰芙林裝備。
ITEM_20161005_011330	大理石格蘭德十字弓
ITEM_20161005_011331	- 所有弩箭手技能等級增加 {img green_up_arrow 16 16}2 {nl} - 奔跑射擊技能等級增加 {img green_up_arrow 16 16}1
ITEM_20161005_011332	這是弩箭手大師也憧憬的道具。傳言入手的條件非常繁瑣。
ITEM_20161005_011333	銀鷹十字弓
ITEM_20161005_011334	索爾米奇十字弓
ITEM_20161005_011335	看起來就像帶著女神的祝福，射出的箭又給人感覺像魔彈。
ITEM_20161005_011336	里加德角十字弓
ITEM_20161005_011337	泰芙林鈍器
ITEM_20161005_011338	很久以前，連女神與魔族都無法使用的武器被製作出來，並取名泰芙林。到底為何硬要打造沒有人能使用的武器到現在還不得而知。這情況最大的問題是排除女神並維持神聖力的過程。
ITEM_20161005_011339	阿卡斯破壞者
ITEM_20161005_011340	信仰心虔誠的這群人偶然發現的，有時也會受它隱藏的力量救援。
ITEM_20161005_011341	畢萊塔鈍器
ITEM_20161005_011342	艾提爾拉
ITEM_20161005_011343	- 所有聖水祭司技能等級 {img green_up_arrow 16 16}增加 2等級
ITEM_20161005_011344	比起說是實戰用武器，不如說是保護自身的護身用具更為恰當。
ITEM_20161005_011345	彼安那拉吉斯鈍器
ITEM_20161005_011346	索爾米奇鈍器
ITEM_20161005_011347	斯寇史梅修
ITEM_20161005_011348	萊恩海德之盾
ITEM_20161005_011349	索爾米奇之盾
ITEM_20161005_011350	足以產生絕對的感覺，非常堅固的盾牌。甚至有會不會蘊含了女神的祝福之類的想法。
ITEM_20161005_011351	艾蒙加德之盾
ITEM_20161005_011352	泰芙林矛槍
ITEM_20161005_011353	很久以前，連女神語魔族都無法使用的武器被製作出來，並取名泰芙林。到底為何硬要打造沒有人能使用的武器到現在還不得而知，但不管理由為何，願此武器是為女神而使用。
ITEM_20161005_011354	- 使用標槍技能時傷害增加 50%
ITEM_20161005_011355	皮格力矛槍
ITEM_20161005_011356	索爾米奇矛槍
ITEM_20161005_011357	與外型不同，有著駭人威力，若當作玩具無視他就完蛋了。
ITEM_20161005_011358	云夏德矛槍
ITEM_20161005_011359	泰芙林長槍
ITEM_20161005_011360	很久以前，連女神語魔族都無法使用的武器被製作出來，並取名泰芙林。希望此武器能打穿女神的敵人。
ITEM_20161005_011361	世刻梅特
ITEM_20161005_011362	索爾米奇長槍
ITEM_20161005_011363	有時因為它的功能，甚至會被誤會是不是為了在女神不在時趁機侵占他們的權能而製作的作品。
ITEM_20161005_011364	里加德角長槍
ITEM_20161005_011365	萊恩海德匕首
ITEM_20161005_011366	索爾米奇匕首
ITEM_20161005_011367	被毀謗比起某些裝備效能更差的製作者所造的短劍，擔負著對過去的人挽回清白的榮譽。
ITEM_20161005_011368	艾蒙加德匕首
ITEM_20161005_011369	blood stealer
ITEM_20161005_011370	泰芙林法杖
ITEM_20161005_011371	很久以前，連女神與魔族都無法使用的武器被製作出來，並取名泰芙林。這種特別的裝備製作過程十分困難，法杖倒算是其中還算簡單的了。
ITEM_20161005_011372	彼安那拉吉斯法杖
ITEM_20161005_011373	索爾米奇法杖
ITEM_20161005_011374	聽說為了製作此裝備，奎波爾們提供了從地下找來最上等的水晶及寶石。
ITEM_20161005_011375	里加德角法杖
ITEM_20161005_011376	很久以前，連女神與魔族都無法使用的武器被製作出來，並取名泰芙林。到底為何硬要打造沒有人能使用的武器到現在還不得而知，但是隨著製作技術發展，聽說有人正暗中製作新的泰芙林裝備。
ITEM_20161005_011377	雙彈道手槍
ITEM_20161005_011378	索爾米奇手槍
ITEM_20161005_011379	為了撐起索爾米奇這個名字，此武器製造時使用了在大地深處找到的礦物。
ITEM_20161005_011380	亞斯帕娜左輪手槍
ITEM_20161005_011381	泰芙林細劍
ITEM_20161005_011382	很久以前，連女神與魔族都無法使用的武器被製作出來，並取名泰芙林。到底為何硬要打造沒有人能使用的武器到現在還不得而知，但是聽說現今還是有暗中製造泰芙林裝備的人。
ITEM_20161005_011383	索爾米奇細劍
ITEM_20161005_011384	與其他索爾米奇裝備的不同點在於許頓家門的人參與了製作過程，性能被提升了。
ITEM_20161005_011385	泰芙林重砲
ITEM_20161005_011386	很久以前，連女神與魔族都無法使用的武器被製作出來，並取名泰芙林。到底為何硬要打造沒有人能使用的武器到現在還不得而知。傳聞有個商團如今仍暗中製造符合現代的泰芙林裝備。
ITEM_20161005_011387	無名重砲
ITEM_20161005_011388	萊恩海德重砲
ITEM_20161005_011389	索爾米奇重砲
ITEM_20161005_011390	若想製造新型重砲需要重砲手大師的參與。
ITEM_20161005_011391	艾蒙加德重砲
ITEM_20161005_011392	德拉郡長槍
ITEM_20161005_011393	索爾米奇火槍
ITEM_20161005_011394	艾蒙加德火槍
ITEM_20161005_011395	柏林特上衣
ITEM_20161005_011396	參考過去相當有名的裁縫師裁剪的樣式所製作，相當堅韌，但也有看起來太奢侈的缺點。
ITEM_20161005_011397	柏林特皮革布甲
ITEM_20161005_011398	神樹之日以前歐勒夏南部地區流行過的樣式，適合狩獵及旅行的性能很受歡迎。
ITEM_20161005_011399	柏林特鋼鐵盔甲
ITEM_20161005_011400	制式且使用簡單的裝備，有時也會被用於戰鬥。
ITEM_20161005_011401	巴爾塔布甲
ITEM_20161005_011402	巴爾塔皮革 上衣
ITEM_20161005_011403	巴爾塔鋼鐵盔甲
ITEM_20161005_011404	阿斯塔上衣
ITEM_20161005_011405	將以前製作的樣式加以改善，設計成能吸收衝擊的裝備。
ITEM_20161005_011406	阿斯塔皮革 布甲
ITEM_20161005_011407	用從很遠很遠的地方取得的皮革製作的裝備。為了有再好一點的防禦力，細心地加入了棉花。
ITEM_20161005_011408	阿斯塔鋼鐵盔甲
ITEM_20161005_011409	從以前非常昌隆繁盛的王國傳來的裝備，樣子跟以前有點不一樣。
ITEM_20161005_011410	瑪那哈斯盔甲
ITEM_20161005_011411	紐特布甲
ITEM_20161005_011412	紐特皮革盔甲
ITEM_20161005_011413	紐特鋼鐵盔甲
ITEM_20161005_011414	索爾米奇布甲
ITEM_20161005_011415	索爾米奇是過去侍奉澤米娜女神的其中一人，為了頌揚他的功績而製作的裝備。
ITEM_20161005_011416	索爾米奇皮革盔甲
ITEM_20161005_011417	為了製作頌揚索爾米奇功績的裝備，有名的聖職者一起進行了祝福儀式。
ITEM_20161005_011418	索爾米奇鋼鐵鎧甲
ITEM_20161005_011419	對索爾米奇裝備賦予魔法非常關心的人們，也應該對製作工程從頭到尾盡心工作的匠人表示敬意。
ITEM_20161005_011420	柏林特短褲
ITEM_20161005_011421	柏林特皮革短褲
ITEM_20161005_011422	柏林特鋼鐵褲子
ITEM_20161005_011423	巴爾塔短褲
ITEM_20161005_011424	巴爾塔皮革短褲
ITEM_20161005_011425	巴爾塔鋼鐵褲子
ITEM_20161005_011426	阿斯塔短褲
ITEM_20161005_011427	阿斯塔皮革短褲
ITEM_20161005_011428	阿斯塔鋼鐵褲子
ITEM_20161005_011429	瑪那哈斯短褲
ITEM_20161005_011430	紐特短褲
ITEM_20161005_011431	紐特皮革短褲
ITEM_20161005_011432	紐特鋼鐵褲子
ITEM_20161005_011433	索爾米奇短褲
ITEM_20161005_011434	為了在索爾米奇衣服上賦予強烈的神聖力，聽說奎波爾們多次向澤米娜女神請願。
ITEM_20161005_011435	索爾米奇皮革短褲
ITEM_20161005_011436	澤米娜女神從沒有在索爾米奇裝備中注入力量，聽說是女神周圍的奎波爾幫忙作的。
ITEM_20161005_011437	索爾米奇鋼鐵褲子
ITEM_20161005_011438	並不是叫作奎波爾就只能嚴肅真摯，他們也有淘氣的時候，這個裝備就流露出了那種性格。
ITEM_20161005_011439	柏林特短靴
ITEM_20161005_011440	柏林特皮革靴子
ITEM_20161005_011441	柏林特鋼鐵靴子
ITEM_20161005_011442	巴爾塔靴子
ITEM_20161005_011443	巴爾塔皮革靴子
ITEM_20161005_011444	巴爾塔鋼鐵護脛靴
ITEM_20161005_011445	阿斯塔短靴
ITEM_20161005_011446	阿斯塔皮革靴子
ITEM_20161005_011447	阿斯塔鋼鐵靴子
ITEM_20161005_011448	瑪那哈斯靴子
ITEM_20161005_011449	紐特靴子
ITEM_20161005_011450	紐特皮革靴子
ITEM_20161005_011451	紐特鋼鐵護脛靴
ITEM_20161005_011452	席力鋼鐵靴子
ITEM_20161005_011453	鍛鍊到感覺得到彈性，讓活動更輕鬆。
ITEM_20161005_011454	謝乙得護脛靴
ITEM_20161005_011455	外層包覆著魔法的護脛靴，對魔法的抵抗力較好。
ITEM_20161005_011456	索爾米奇靴子
ITEM_20161005_011457	傳聞某個找不到適合人選為鞋子附加魔力的奎波爾拜託了歐文狄爾班幫忙完成。
ITEM_20161005_011458	索爾米奇皮革靴子
ITEM_20161005_011459	聽說因無法為鞋子注入適當魔力而煩惱的製作者說服了耶娜哈賓達爾，才終於完成此靴。
ITEM_20161005_011460	索爾米奇鋼鐵護脛靴
ITEM_20161005_011461	有傳聞說大師菲力在此鞋完成時就為它舉行了祝福儀式。
ITEM_20161005_011462	柏林特手套
ITEM_20161005_011463	柏林特皮革手套
ITEM_20161005_011464	柏林特鋼鐵護手套
ITEM_20161005_011465	巴爾塔手套
ITEM_20161005_011466	巴爾塔皮革手套
ITEM_20161005_011467	巴爾塔鋼鐵護手套
ITEM_20161005_011468	阿斯塔手套
ITEM_20161005_011469	阿斯塔皮革手套
ITEM_20161005_011470	阿斯塔鋼鐵護手套
ITEM_20161005_011471	瑪那哈斯手套
ITEM_20161005_011472	紐特手套
ITEM_20161005_011473	紐特皮革手套
ITEM_20161005_011474	紐特鋼鐵護手套
ITEM_20161005_011475	史瓦歐格瑪護手套
ITEM_20161005_011476	德布林護手套
ITEM_20161005_011477	索爾米奇手套
ITEM_20161005_011478	不會影響魔法師的施展動作，製作著重在魔法的攻擊及防禦上。戴著生活就像沒戴一樣活動自如。
ITEM_20161005_011479	索爾米奇皮革手套
ITEM_20161005_011480	特別的是兩手各賦予了不同的魔法，被製成兩手同時套上時能發揮所有威力的裝備。沒有什麼特別理由，可能只是製作者的突發奇想吧。
ITEM_20161005_011481	索爾米奇鋼鐵護手套
ITEM_20161005_011482	同為紀念索爾米奇的裝備，承載著使用的人為女神獻身祈願的心意。
ITEM_20161005_011483	充滿澤米娜女神力量的項鍊。用女神的力量粗濫製作而成，無法長久維持固定型態。道具使用期限為14天，獲得後開始計時，若超過使用期限將無法使用道具。
ITEM_20161005_011484	戰士項鍊(3天)
ITEM_20161005_011485	有傳聞說是古代勇猛的戰士配戴的項鍊。
ITEM_20161005_011486	魔法師項鍊(3天)
ITEM_20161005_011487	有傳聞說是古代魔法師配戴的項鍊。但是..真相沒有人知道。
ITEM_20161005_011488	上級戰士項鍊(15天)
ITEM_20161005_011489	有傳聞說是古代守護者用來裝飾脖子的項鍊。但是究竟是不是就不知道了。
ITEM_20161005_011490	上級魔法師項鍊(15天)
ITEM_20161005_011491	有傳聞說是古代大魔法師配戴的項鍊。但是真相沒有人知道。
ITEM_20161005_011492	德拉格項鍊
ITEM_20161005_011493	與手鐲為一組，一樣難以推測材質及年代，背面有模糊的字跡。
ITEM_20161005_011494	索爾米奇獎章
ITEM_20161005_011495	以曾經信奉澤米娜女神的索爾米奇的名字來命名的裝備，性能好比可以裝備在身上的澤米娜女神像。
ITEM_20161005_011496	健身手鐲(3天)
ITEM_20161005_011497	[活動]手環
ITEM_20161005_011498	蘊含特別力量的手鐲。
ITEM_20161005_011499	靈媒手鐲(3天)
ITEM_20161005_011500	上級健身手鐲(15天)
ITEM_20161005_011501	蘊含更特別的力量的手鐲。
ITEM_20161005_011502	上級靈媒手鐲 (15天)
ITEM_20161005_011503	德拉格手鐲
ITEM_20161005_011504	未知的礦物、未知的時代，用未知的材質製成，散發晦暗氛圍，感覺不是很好。
ITEM_20161005_011505	索爾米奇手鐲
ITEM_20161005_011506	聽說跟隨澤米娜的4名奎波爾分別賦予祝福，使此手鐲蘊含了魔力。
ITEM_20161005_011507	神射手時裝
ITEM_20161005_011508	審判者套裝
ITEM_20161005_011509	劍士近衛騎士套裝(男)
ITEM_20161005_011510	劍士水手服套裝(女)
ITEM_20161005_011511	裝備時外型會改變。道具使用期限為1分鐘，獲得後開始計時，若超過使用期限將無法使用道具。
ITEM_20161005_011512	遊俠3階套裝(男)
ITEM_20161005_011513	遊俠3階專用裝備，穿戴後外型會改變。
ITEM_20161005_011514	遊俠3階套裝(女)
ITEM_20161005_011515	弓箭手水手服套裝(女)
ITEM_20161005_011516	有吹起一陣風的效果，被這陣風吹到心情應該會很差。
ITEM_20161005_011517	設置在24小時內會增加公會成員們的魔法攻擊力的構造物，只能在公會基地上設置。
ITEM_20161005_011518	設置在24小時內會增加公會成員們的物理攻擊力的構造物，只能在公會基地上設置。
ITEM_20161005_011519	在公會設置盾牌充電器的話，為保護公會成員的盾牌充電，使用時會依照充電時間形成保護罩。
ITEM_20161005_011520	經驗值提升+13189741，職業經驗值提升+10156100。從300級開始可使用。
ITEM_20161005_011521	經驗值提升+31212626，職業經驗值提升+24033722。從320級開始可使用。
ITEM_20161005_011522	凱特力斯勇猛藥水
ITEM_20161005_011523	3分鐘內物理攻擊力 +76，魔法攻擊力 +60。點擊滑鼠右鍵可以使用，冷卻時間120秒。
ITEM_20161005_011524	凱特力斯恢復藥水
ITEM_20161005_011525	3分鐘內最大SP升為 2000，SP恢復量增為415。點擊滑鼠右鍵可以使用，冷卻時間120秒。
ITEM_20161005_011526	凱特力斯守護藥水
ITEM_20161005_011527	3分鐘內最大HP升為 2000，物理防禦力及魔法防禦力各增加 40。點擊滑鼠右鍵可以使用，冷卻時間120秒。
ITEM_20161005_011528	一把雜糧
ITEM_20161005_011529	一小把普通穀類，是鴉雀的飼料。可以恢復鴉雀的全部HP和耐力+15。
ITEM_20161005_011530	葡萄
ITEM_20161005_011531	散發清香的葡萄，看起來很新鮮。
ITEM_20161005_011532	烤好的可口BBQ。
ITEM_20161005_011533	蔥
ITEM_20161005_011534	帶有土味的蔥，看來是有機農種植的，又感覺在哪裡看過很多次…
ITEM_20161005_011535	烤肉專用肉
ITEM_20161005_011536	烤來吃應該很好吃的肉，感覺在哪裡看過很多次…
ITEM_20161005_011537	[活動]沙丁魚(限時)
ITEM_20161005_011538	凱伊托恢復藥水Lv4
ITEM_20161005_011539	15秒內，HP擊SP每2妙恢復831。點擊滑鼠右鍵即可使用，冷卻時間30秒。
ITEM_20161005_011540	濃縮SP促進藥水 LV1
ITEM_20161005_011541	3分鐘內最大SP升為1250，SP恢復力增為625。點擊滑鼠右鍵即可使用，冷卻時間120秒。
ITEM_20161005_011542	濃縮SP促進藥水 LV2
ITEM_20161005_011543	3分鐘內最大SP升為1870，SP恢復力增為935。點擊滑鼠右鍵即可使用，冷卻時間120秒。
ITEM_20161005_011544	濃縮SP促進藥水 LV3
ITEM_20161005_011545	3分鐘內最大SP升為2490，SP恢復力增為1245。點擊滑鼠右鍵即可使用，冷卻時間120秒。
ITEM_20161005_011546	濃縮SP促進藥水 LV4
ITEM_20161005_011547	3分鐘內最大SP升為3110，SP恢復力增為1555。點擊滑鼠右鍵即可使用，冷卻時間120秒。.
ITEM_20161005_011548	濃縮SP促進藥水 LV5
ITEM_20161005_011549	3分鐘內最大SP升為3730，SP恢復力增為1865。點擊滑鼠右鍵即可使用，冷卻時間120秒。
ITEM_20161005_011550	濃縮SP促進藥水 LV6
ITEM_20161005_011551	3分鐘內最大SP升為4350，SP恢復力增為2175。點擊滑鼠右鍵即可使用，冷卻時間120秒。
ITEM_20161005_011552	濃縮SP促進藥水 LV7
ITEM_20161005_011553	3分鐘內最大SP升為4970，SP恢復力增為2485。點擊滑鼠右鍵即可使用，冷卻時間120秒。
ITEM_20161005_011554	濃縮SP促進藥水 LV8
ITEM_20161005_011555	3分鐘內最大SP升為5590，SP恢復力增為2795。點擊滑鼠右鍵即可使用，冷卻時間120秒。
ITEM_20161005_011556	濃縮SP促進藥水 LV9
ITEM_20161005_011557	3分鐘內最大SP升為6210，SP恢復力增為3105。點擊滑鼠右鍵即可使用，冷卻時間120秒。
ITEM_20161005_011558	濃縮SP促進藥水 LV10
ITEM_20161005_011559	3分鐘內最大SP升為6830，SP恢復力增為3415。點擊滑鼠右鍵即可使用，冷卻時間120秒。
ITEM_20161005_011560	濃縮SP促進藥水 LV11
ITEM_20161005_011561	3分鐘內最大SP升為7450，SP恢復力增為3725。點擊滑鼠右鍵即可使用，冷卻時間120秒。
ITEM_20161005_011562	濃縮SP促進藥水 LV12
ITEM_20161005_011563	3分鐘內最大SP升為8070，SP恢復力增為4035。點擊滑鼠右鍵即可使用，冷卻時間120秒。
ITEM_20161005_011564	濃縮SP促進藥水 LV13
ITEM_20161005_011565	3分鐘內最大SP升為8690，SP恢復力增為4345。點擊滑鼠右鍵即可使用，冷卻時間120秒。
ITEM_20161005_011566	濃縮SP促進藥水 LV14
ITEM_20161005_011567	3分鐘內最大SP升為9310，SP恢復力增為4655。點擊滑鼠右鍵即可使用，冷卻時間120秒。
ITEM_20161005_011568	濃縮SP促進藥水 LV15
ITEM_20161005_011569	3分鐘內最大SP升為9930，SP恢復力增為4965。點擊滑鼠右鍵即可使用，冷卻時間120秒。
ITEM_20161005_011570	濃縮守護藥水 LV1
ITEM_20161005_011571	3分鐘內最大HP升為 1250 ，物理防禦力及魔法防禦力各增加 25 。點擊滑鼠右鍵即可使用，冷卻時間120秒。
ITEM_20161005_011572	濃縮守護藥水 LV2
ITEM_20161005_011573	3分鐘內最大HP升為 1850 ，物理防禦力及魔法防禦力各增加 37 。點擊滑鼠右鍵即可使用，冷卻時間120秒。
ITEM_20161005_011574	濃縮守護藥水 LV3
ITEM_20161005_011575	3分鐘內最大HP升為 2450 ，物理防禦力及魔法防禦力各增加 49 。點擊滑鼠右鍵即可使用，冷卻時間120秒。
ITEM_20161005_011576	濃縮守護藥水 LV4
ITEM_20161005_011577	3分鐘內最大HP升為 3050 ，物理防禦力及魔法防禦力各增加 61 。點擊滑鼠右鍵即可使用，冷卻時間120秒。
ITEM_20161005_011578	濃縮守護藥水 LV5
ITEM_20161005_011579	3分鐘內最大HP升為 3650 ，物理防禦力及魔法防禦力各增加 73 。點擊滑鼠右鍵即可使用，冷卻時間120秒。
ITEM_20161005_011580	濃縮守護藥水 LV6
ITEM_20161005_011581	3分鐘內最大HP升為 4250 ，物理防禦力及魔法防禦力各增加 85 。點擊滑鼠右鍵即可使用，冷卻時間120秒。
ITEM_20161005_011582	濃縮守護藥水 LV7
ITEM_20161005_011583	3分鐘內最大HP升為 4850 ，物理防禦力及魔法防禦力各增加 97 。點擊滑鼠右鍵即可使用，冷卻時間120秒。
ITEM_20161005_011584	濃縮守護藥水 LV8
ITEM_20161005_011585	3分鐘內最大HP升為 5450 ，物理防禦力及魔法防禦力各增加 109 。點擊滑鼠右鍵即可使用，冷卻時間120秒。
ITEM_20161005_011586	濃縮守護藥水 LV9
ITEM_20161005_011587	3分鐘內最大HP升為 6050 ，物理防禦力及魔法防禦力各增加 121 。點擊滑鼠右鍵即可使用，冷卻時間120秒。
ITEM_20161005_011588	濃縮守護藥水 LV10
ITEM_20161005_011589	3分鐘內最大HP升為 6650 ，物理防禦力及魔法防禦力各增加 133 。點擊滑鼠右鍵即可使用，冷卻時間120秒。
ITEM_20161005_011590	濃縮守護藥水 LV11
ITEM_20161005_011591	3分鐘內最大HP升為 7250 ，物理防禦力及魔法防禦力各增加 145 。點擊滑鼠右鍵即可使用，冷卻時間120秒。
ITEM_20161005_011592	濃縮守護藥水 LV12
ITEM_20161005_011593	3分鐘內最大HP升為 7850 ，物理防禦力及魔法防禦力各增加 157 。點擊滑鼠右鍵即可使用，冷卻時間120秒。
ITEM_20161005_011594	濃縮守護藥水 LV13
ITEM_20161005_011595	3分鐘內最大HP升為 8450 ，物理防禦力及魔法防禦力各增加 169 。點擊滑鼠右鍵即可使用，冷卻時間120秒。
ITEM_20161005_011596	濃縮守護藥水 LV14
ITEM_20161005_011597	3分鐘內最大HP升為 9050 ，物理防禦力及魔法防禦力各增加 181 。點擊滑鼠右鍵即可使用，冷卻時間120秒。
ITEM_20161005_011598	濃縮守護藥水 LV15
ITEM_20161005_011599	3分鐘內最大HP升為 9650 ，物理防禦力及魔法防禦力各增加 193 。點擊滑鼠右鍵即可使用，冷卻時間120秒。
ITEM_20161005_011600	移動速度增加藥水 Lv2
ITEM_20161005_011601	圖鑑：娜圖森林
ITEM_20161005_011602	圖鑑：史巴賓嘉斯森林
ITEM_20161005_011603	圖鑑：娜塔勒森林
ITEM_20161005_011604	圖鑑：緹玫勒斯寺院
ITEM_20161005_011605	圖鑑：泰芙林 鐘乳洞 1區域
ITEM_20161005_011606	圖鑑：泰芙林 鐘乳洞 2區域
ITEM_20161005_011607	圖鑑：泰芙林 鐘乳洞 3區域
ITEM_20161005_011608	圖鑑：泰芙林 鐘乳洞 4區域
ITEM_20161005_011609	圖鑑：泰芙林 鐘乳洞 5區域
ITEM_20161005_011610	圖鑑：中心城壁 第 8區域
ITEM_20161005_011611	圖鑑：杰洛梅爾公園
ITEM_20161005_011612	圖鑑：尤那耶爾紀念區
ITEM_20161005_011613	圖鑑：坦尼爾1世紀念區
ITEM_20161005_011614	圖鑑：庫萊嶺
ITEM_20161005_011615	圖鑑：艾勒克斯森林
ITEM_20161005_011616	圖鑑：帕瑪勒森林
ITEM_20161005_011617	圖鑑：集布理納斯森林
ITEM_20161005_011618	圖鑑：莫羅凱歐森林
ITEM_20161005_011619	圖鑑：地瑪蘇高特
ITEM_20161005_011620	圖鑑：愛梅特森林
ITEM_20161005_011621	圖鑑：皮斯堤斯森林
ITEM_20161005_011622	圖鑑：希拉森林
ITEM_20161005_011623	圖鑑：阿爾蘭必洞窟
ITEM_20161005_011624	圖鑑：諾貝禮爾森林
ITEM_20161005_011625	圖鑑：尤德伊安森林
ITEM_20161005_011626	TP 魔方
ITEM_20161005_011627	經驗值卡片箱子
ITEM_20161005_011628	使用時 LV2 ~ 10 經驗值卡片中可隨機獲得3張。
ITEM_20161005_011629	製作圖箱子 - 武器
ITEM_20161005_011630	使用時可以獲得武器製作圖。
ITEM_20161005_011631	製作圖箱子 - 防具
ITEM_20161005_011632	使用時可以獲得防具製作圖。
ITEM_20161005_011633	製作圖箱子 - 飾品
ITEM_20161005_011634	使用時可以獲得飾品製作圖。
ITEM_20161005_011635	努亞耶雷的魔方
ITEM_20161005_011636	扎烏拉的魔方
ITEM_20161005_011637	布爾魯的魔方
ITEM_20161005_011638	大地之塔第25層魔方
ITEM_20161005_011639	大地之塔第30層魔方
ITEM_20161005_011640	大地之塔第35層魔方
ITEM_20161005_011641	大地之塔第40層魔方
ITEM_20161005_011642	撒屋席斯魔方
ITEM_20161005_011643	神秘的箱子
ITEM_20161005_011644	1天可使用1次的箱子，感覺會為了獲得特別的東西使用。
ITEM_20161005_011645	不安定的魔方
ITEM_20161005_011646	未好好地穩定，非常不安定的魔方。為了回到最初的性質正蠢蠢欲動。
ITEM_20161005_011647	阿勒瑪歐斯的魔方
ITEM_20161005_011648	赤紅雷班札特的魔方
ITEM_20161005_011649	強化用卡片 Lv1
ITEM_20161005_011650	可以讓道具覺醒，不會減少裝備的潛能。道具使用期限為1分鐘，獲得後開始計時，若超過使用期限將無法使用道具。
ITEM_20161005_011651	魔法師必備的魔法粉末。
ITEM_20161005_011652	魔法卷軸
ITEM_20161005_011653	平常使用不錯的魔法捲軸。
ITEM_20161005_011654	赤色毛團
ITEM_20161005_011655	赤色毛皮團塊。製作道具時可能用得上。
ITEM_20161005_011656	帶有光澤的皮革
ITEM_20161005_011657	比起一般皮革光澤看起來更亮一些。
ITEM_20161005_011658	植物的刺
ITEM_20161005_011659	不知道是哪種植物的刺，但看起來相當大。
ITEM_20161005_011660	怪異的角
ITEM_20161005_011661	不知是哪種動物的角，或不過是到處滾的石頭，不好區分的材質。
ITEM_20161005_011662	金色皮革
ITEM_20161005_011663	彷彿鍍了金一般看起來金光閃閃的皮革。
ITEM_20161005_011664	精鍊金屬塊
ITEM_20161005_011665	加工方法或材質都不清楚，能確定的是不是黃金。
ITEM_20161005_011666	使用性別開關技能所需的道具。
ITEM_20161005_011667	轉換的水晶碎片
ITEM_20161005_011668	收集好這東西後，跟佩迪米安的商人購買製作書，可以製作真實之鏡。
ITEM_20161005_011669	槐黃紙
ITEM_20161005_011670	可以做符咒的黃色紙張。
ITEM_20161005_011671	艾可拉斯的假面
ITEM_20161005_011672	艾可拉斯的盔甲碎片
ITEM_20161005_011673	牢獄鬥士的盔甲碎片
ITEM_20161005_011674	噗拉的盔甲碎片
ITEM_20161005_011675	摩格蘭的殼
ITEM_20161005_011676	堅韌的倫多的殼
ITEM_20161005_011677	弩多奇屠殺者的斧頭碎片
ITEM_20161005_011678	艾可拉斯比修的披風碎片
ITEM_20161005_011679	艾可拉斯翅膀
ITEM_20161005_011680	黑色夏德斯泰爾翅膀
ITEM_20161005_011681	努德鳥翅膀
ITEM_20161005_011682	黃色葉豆精翅膀
ITEM_20161005_011683	橘色克魯莫翅膀
ITEM_20161005_011684	黃色法蘭翅膀
ITEM_20161005_011685	藍色畢托爾翅膀
ITEM_20161005_011686	綠色巴本翅膀
ITEM_20161005_011687	紅色麥茲翅膀
ITEM_20161005_011688	拉昆翅膀
ITEM_20161005_011689	圖斯利昆翅膀
ITEM_20161005_011690	摩鈴卡卡翅膀
ITEM_20161005_011691	摩寧鳥翅膀
ITEM_20161005_011692	紅色史萊姆的核
ITEM_20161005_011693	紅色法師咒術人偶的核
ITEM_20161005_011694	拉克昆的核
ITEM_20161005_011695	拉克摳普的核
ITEM_20161005_011696	拉克達諾的核
ITEM_20161005_011697	綠色羅布倫的核
ITEM_20161005_011698	綠色布拉因德倫的核
ITEM_20161005_011699	黃色亞魯瑪的尾巴
ITEM_20161005_011700	圖隆伊的尾巴
ITEM_20161005_011701	那布的尾巴
ITEM_20161005_011702	藍色高沙盧的角
ITEM_20161005_011703	綠色普拉馬克的角
ITEM_20161005_011704	綠色樹林哥布林的角
ITEM_20161005_011705	角魔像的角
ITEM_20161005_011706	羅德那康絨毛
ITEM_20161005_011707	庫凱利絨毛
ITEM_20161005_011708	普羅雷比絨毛
ITEM_20161005_011709	多隆伊絨毛
ITEM_20161005_011710	努卡隆絨毛
ITEM_20161005_011711	綠色哥布林的碎布
ITEM_20161005_011712	藍色小豬多普的碎布
ITEM_20161005_011713	黃色小豬克萊佛的碎布
ITEM_20161005_011714	綠色小豬諾爾斯的碎布
ITEM_20161005_011715	黃色費克雪倫的碎布
ITEM_20161005_011716	庫凱利的碎布
ITEM_20161005_011717	達拉魔法師的碎布
ITEM_20161005_011718	綠色普拉美的破碎法杖
ITEM_20161005_011719	綠色普拉美魔法師的破碎法杖
ITEM_20161005_011720	綠色普拉美弓箭手的破碎箭矢
ITEM_20161005_011721	達拉弓箭手的破碎箭矢
ITEM_20161005_011722	比爾卡斯弓箭手的破碎箭矢
ITEM_20161005_011723	藍色小豬多普的武器碎片
ITEM_20161005_011724	黃色小豬克萊佛的武器碎片
